	 Date	 Team	 Acquired	 Relinquished	 Notes
0	2002-11-02	 Islanders	 • Michael Peca	 	 activated from IR
1	2005-11-02	 Oilers	 	 • Michael Peca	 mild concussion (DTD)
2	2005-11-11	 Oilers	 • Michael Peca	 	 returned to lineup
3	2006-01-29	 Oilers	 	 • Michael Peca	 sinusitis (DTD)
4	2006-02-02	 Oilers	 • Michael Peca	 	 returned to lineup
5	2006-02-07	 Oilers	 	 • Michael Peca	 hip injury (DTD)
6	2006-03-03	 Oilers	 	 • Michael Peca	 placed on IR with groin/hip injury
7	2006-03-07	 Oilers	 • Michael Peca	 	 activated from IR
8	2006-10-14	 Maple Leafs	 	 • Michael Peca	 lower body injury (DTD)
9	2006-10-18	 Maple Leafs	 • Michael Peca	 	 returned to lineup
10	2006-12-22	 Maple Leafs	 	 • Michael Peca	 broken tibia (out for season)
11	2007-10-02	 Blue Jackets	 	 • Michael Peca	 placed on IR with groin injury
12	2007-10-10	 Blue Jackets	 • Michael Peca	 	 activated from IR
13	2007-11-10	 Blue Jackets	 	 • Michael Peca	 groin injury (DTD)
14	2007-11-23	 Blue Jackets	 • Michael Peca	 	 returned to lineup
15	2007-12-18	 Blue Jackets	 	 • Michael Peca	 strained pectoral muscle (DTD)
16	2007-12-23	 Blue Jackets	 • Michael Peca	 	 returned to lineup
17	2007-12-26	 Blue Jackets	 	 • Michael Peca	 strained pectoral muscle (concussion per CBC) (DTD)
18	2007-12-27	 Blue Jackets	 	 • Michael Peca	 placed on IR with strained pectoral muscle
19	2008-01-03	 Blue Jackets	 • Michael Peca	 	 activated from IR
20	2008-03-07	 Blue Jackets	 	 • Michael Peca	 knee injury (DTD)
21	2008-03-09	 Blue Jackets	 • Michael Peca	 	 returned to lineup
22	2009-03-02	 Blue Jackets	 	 • Michael Peca	 jaw injury (DTD)
23	2009-03-12	 Blue Jackets	 • Michael Peca	 	 returned to lineup
24	2009-04-11	 Blue Jackets	 	 • Michael Peca	 undisclosed (DTD)
25	2009-04-16	 Blue Jackets	 • Michael Peca	 	 returned to lineup
