	 Date	 Team	 Acquired	 Relinquished	 Notes
0	2005-12-08	 Predators	 	 • Tomas Vokoun	 strained left knee (left game)
1	2005-12-09	 Predators	 	 • Tomas Vokoun	 strained left knee (out indefinitely)
2	2005-12-17	 Predators	 • Tomas Vokoun	 	 returned to lineup
3	2006-04-03	 Predators	 	 • Tomas Vokoun	 sore back (DTD)
4	2006-04-11	 Predators	 	 • Tomas Vokoun	 blood clots (out for remainder of regular season)
5	2006-11-24	 Predators	 	 • Tomas Vokoun	 hand injury (DTD)
6	2006-11-25	 Predators	 	 • Tomas Vokoun	 thumb injury (out 4-6 weeks)
7	2007-01-01	 Predators	 	 • Tomas Vokoun	 thumb injury (DTD)
8	2007-01-06	 Predators	 • Tomas Vokoun	 	 returned to lineup
9	2007-10-18	 Panthers	 	 • Tomas Vokoun	 sprained ankle (DTD)
10	2008-11-13	 Panthers	 	 • Tomas Vokoun	 back injury (DTD)
11	2008-11-14	 Panthers	 • Tomas Vokoun	 	 returned to lineup
12	2009-12-01	 Panthers	 	 • Tomas Vokoun	 lacerated ear (DTD)
13	2009-12-05	 Panthers	 • Tomas Vokoun	 	 returned to lineup
14	2010-04-08	 Panthers	 	 • Tomas Vokoun	 strained back (out for season)
15	2011-01-23	 Panthers	 	 • Tomas Vokoun	 undisclosed (DTD)
16	2011-01-25	 Panthers	 • Tomas Vokoun	 	 returned to lineup
17	2011-03-28	 Panthers	 	 • Tomas Vokoun	 back spasms (DTD)
18	2011-04-06	 Panthers	 • Tomas Vokoun	 	 returned to lineup
19	2012-02-13	 Capitals	 	 • Tomas Vokoun	 illness (DTD)
20	2012-02-17	 Capitals	 • Tomas Vokoun	 	 returned to lineup
21	2012-03-04	 Capitals	 	 • Tomas Vokoun	 lower body injury (DTD)
22	2012-03-06	 Capitals	 • Tomas Vokoun	 	 returned to lineup
23	2012-03-18	 Capitals	 	 • Tomas Vokoun	 groin injury (DTD)
24	2012-03-29	 Capitals	 • Tomas Vokoun	 	 returned to lineup
25	2012-03-30	 Capitals	 	 • Tomas Vokoun	 lower body / groin injury (out for season)
26	2013-09-21	 Penguins	 	 • Tomas Vokoun	 blood clot in pelvis (DTD)
27	2013-09-30	 Penguins	 	 • Tomas Vokoun	 placed on IR with blood clots
28	2014-04-14	 Penguins	 • Tomas Vokoun	 	 activated from IR
