	 Date	 Team	 Acquired	 Relinquished	 Notes
0	2006-02-06	 Sharks	 	 • Douglas Murray / Doug Murray (b)	 upper body injury (DTD)
1	2006-02-28	 Sharks	 • Douglas Murray / Doug Murray (b)	 	 returned to lineup
2	2006-03-07	 Sharks	 	 • Douglas Murray / Doug Murray (b)	 upper body injury (DTD)
3	2006-03-13	 Sharks	 • Douglas Murray / Doug Murray (b)	 	 returned to lineup
4	2006-12-09	 Sharks	 • Douglas Murray / Doug Murray (b)	 	 activated from IR
5	2007-11-02	 Sharks	 	 • Douglas Murray / Doug Murray (b)	 wrist injury (DTD)
6	2007-11-09	 Sharks	 • Douglas Murray / Doug Murray (b)	 	 returned to lineup
7	2008-02-03	 Sharks	 	 • Douglas Murray / Doug Murray (b)	 placed on IR with hip pointer
8	2008-02-17	 Sharks	 • Douglas Murray / Doug Murray (b)	 	 activated from IR
9	2008-10-17	 Sharks	 	 • Douglas Murray / Doug Murray (b)	 hand injury (DTD)
10	2008-10-25	 Sharks	 • Douglas Murray / Doug Murray (b)	 	 returned to lineup
11	2008-11-29	 Sharks	 	 • Douglas Murray / Doug Murray (b)	 undisclosed injury (DTD)
12	2008-12-02	 Sharks	 • Douglas Murray / Doug Murray (b)	 	 returned to lineup
13	2009-01-03	 Sharks	 	 • Douglas Murray / Doug Murray (b)	 lower body injury (DTD)
14	2009-01-06	 Sharks	 • Douglas Murray / Doug Murray (b)	 	 returned to lineup
15	2009-10-15	 Sharks	 	 • Douglas Murray / Doug Murray (b)	 flu (DTD)
16	2009-10-17	 Sharks	 • Douglas Murray / Doug Murray (b)	 	 returned to lineup
17	2009-12-11	 Sharks	 	 • Douglas Murray / Doug Murray (b)	 lower body injury (DTD)
18	2009-12-12	 Sharks	 • Douglas Murray / Doug Murray (b)	 	 returned to lineup
19	2010-03-13	 Sharks	 	 • Douglas Murray / Doug Murray (b)	 lower body injury (DTD)
20	2010-03-14	 Sharks	 • Douglas Murray / Doug Murray (b)	 	 returned to lineup
21	2010-11-14	 Sharks	 	 • Douglas Murray / Doug Murray (b)	 lower body injury (DTD)
22	2010-11-24	 Sharks	 • Douglas Murray / Doug Murray (b)	 	 returned to lineup
23	2010-12-13	 Sharks	 	 • Douglas Murray / Doug Murray (b)	 lower body injury (DTD)
24	2010-12-23	 Sharks	 • Douglas Murray / Doug Murray (b)	 	 returned to lineup
25	2011-12-06	 Sharks	 	 • Douglas Murray / Doug Murray (b)	 right hand injury (DTD)
26	2011-12-11	 Sharks	 	 • Douglas Murray / Doug Murray (b)	 placed on IR with right hand injury
27	2011-12-28	 Sharks	 • Douglas Murray / Doug Murray (b)	 	 activated from IR
28	2012-02-17	 Sharks	 	 • Douglas Murray / Doug Murray (b)	 fractured Adam's apple (DTD)
29	2012-03-03	 Sharks	 • Douglas Murray / Doug Murray (b)	 	 returned to lineup
30	2012-03-29	 Sharks	 	 • Douglas Murray / Doug Murray (b)	 lower body injury (DTD)
31	2012-04-07	 Sharks	 • Douglas Murray / Doug Murray (b)	 	 returned to lineup
32	2013-09-30	 Canadiens	 	 • Douglas Murray / Doug Murray (b)	 placed on IR with upper body injury
33	2013-10-28	 Canadiens	 • Douglas Murray / Doug Murray (b)	 	 activated from IR
34	2013-11-28	 Canadiens	 	 • Douglas Murray / Doug Murray (b)	 facial injury (DTD)
35	2013-11-30	 Canadiens	 • Douglas Murray / Doug Murray (b)	 	 returned to lineup
36	2014-01-18	 Canadiens	 	 • Douglas Murray / Doug Murray (b)	 lower body injury (DTD)
37	2014-01-21	 Canadiens	 • Douglas Murray / Doug Murray (b)	 	 returned to lineup
