	 Date	 Team	 Acquired	 Relinquished	 Notes
0	2007-10-01	 Red Wings	 	 • Kyle Quincey	 placed on IR with broken hand
1	2007-10-26	 Red Wings	 • Kyle Quincey	 	 activated from IR
2	2008-10-09	 Red Wings	 	 • Kyle Quincey	 back injury (DTD)
3	2008-10-17	 Kings	 • Kyle Quincey	 	 returned to lineup
4	2009-03-31	 Kings	 	 • Kyle Quincey	 undisclosed (DTD)
5	2010-11-09	 Avalanche	 	 • Kyle Quincey	 concussion (DTD)
6	2010-11-13	 Avalanche	 	 • Kyle Quincey	 placed on IR with concussion
7	2010-11-25	 Avalanche	 • Kyle Quincey	 	 activated from IR
8	2010-12-12	 Avalanche	 	 • Kyle Quincey	 placed on IR with left shoulder injury (out for season)
9	2011-12-17	 Avalanche	 	 • Kyle Quincey	 groin injury (DTD)
10	2012-02-28	 Red Wings	 	 • Kyle Quincey	 groin injury (DTD)
11	2012-03-02	 Red Wings	 • Kyle Quincey	 	 returned to lineup
12	2013-02-22	 Red Wings	 	 • Kyle Quincey	 left ankle injury (DTD)
13	2013-02-27	 Red Wings	 • Kyle Quincey	 	 returned to lineup
14	2013-03-16	 Red Wings	 	 • Kyle Quincey	 fractured cheekbone (DTD)
15	2013-03-22	 Red Wings	 	 • Kyle Quincey	 placed on IR with fractured cheekbone
16	2013-04-04	 Red Wings	 • Kyle Quincey	 	 activated from IR
17	2014-11-01	 Red Wings	 	 • Kyle Quincey	 ankle injury (DTD)
18	2014-11-09	 Red Wings	 • Kyle Quincey	 	 returned to lineup
19	2015-02-21	 Red Wings	 	 • Kyle Quincey	 lower body injury (DTD)
20	2015-03-04	 Red Wings	 • Kyle Quincey	 	 returned to lineup
21	2015-10-24	 Red Wings	 	 • Kyle Quincey	 concussion (DTD)
22	2015-11-06	 Red Wings	 	 • Kyle Quincey	 placed on IR with right ankle injury (Y)
23	2015-11-08	 Red Wings	 	 • Kyle Quincey	 placed on IR with right ankle injury (CBC E)
24	2016-01-11	 Red Wings	 • Kyle Quincey	 	 activated from IR
25	2016-10-11	 Devils	 	 • Kyle Quincey	 placed on IR with lower body injury
26	2016-10-13	 Devils	 • Kyle Quincey	 	 activated from IR
27	2017-02-06	 Devils	 	 • Kyle Quincey	 upper body injury (DTD)
28	2017-02-16	 Devils	 	 • Kyle Quincey	 placed on IR with upper body injury
29	2017-02-21	 Devils	 • Kyle Quincey	 	 activated from IR
