	 Date	 Team	 Acquired	 Relinquished	 Notes
0	2006-01-24	 Panthers	 	 • Gregory Campbell / Greg Campbell	 concussion (out indefinitely)
1	2006-02-03	 Panthers	 • Gregory Campbell / Greg Campbell	 	 activated from IR
2	2007-02-10	 Panthers	 	 • Gregory Campbell / Greg Campbell	 strained abdominal (DTD)
3	2007-02-14	 Panthers	 • Gregory Campbell / Greg Campbell	 	 returned to lineup
4	2008-10-24	 Panthers	 	 • Gregory Campbell / Greg Campbell	 placed on IR with hip flexor injury
5	2008-11-05	 Panthers	 • Gregory Campbell / Greg Campbell	 	 activated from IR
6	2009-09-29	 Panthers	 	 • Gregory Campbell / Greg Campbell	 hip flexor injury (DTD)
7	2009-11-21	 Panthers	 	 • Gregory Campbell / Greg Campbell	 upper body injury (DTD)
8	2009-11-30	 Panthers	 • Gregory Campbell / Greg Campbell	 	 returned to lineup
9	2009-12-09	 Panthers	 	 • Gregory Campbell / Greg Campbell	 head injury (DTD)
10	2009-12-14	 Panthers	 	 • Gregory Campbell / Greg Campbell	 placed on IR with head injury
11	2009-12-18	 Panthers	 • Gregory Campbell / Greg Campbell	 	 activated from IR
12	2010-03-21	 Panthers	 	 • Gregory Campbell / Greg Campbell	 bruised foot (out for season)
13	2011-01-01	 Bruins	 	 • Gregory Campbell / Greg Campbell	 illness (DTD)
14	2011-01-03	 Bruins	 • Gregory Campbell / Greg Campbell	 	 returned to lineup
15	2011-12-12	 Bruins	 	 • Gregory Campbell / Greg Campbell	 left foot injury (DTD)
16	2011-12-19	 Bruins	 • Gregory Campbell / Greg Campbell	 	 returned to lineup
17	2012-04-01	 Bruins	 	 • Gregory Campbell / Greg Campbell	 foot injury (DTD)
18	2012-04-03	 Bruins	 • Gregory Campbell / Greg Campbell	 	 returned to lineup
19	2013-06-06	 Bruins	 	 • Gregory Campbell / Greg Campbell	 fractured right fibula (out for season)
20	2014-10-06	 Bruins	 	 • Gregory Campbell / Greg Campbell	 placed on IR with strained abdominal muscle
21	2014-10-16	 Bruins	 • Gregory Campbell / Greg Campbell	 	 activated from IR
22	2015-02-24	 Bruins	 	 • Gregory Campbell / Greg Campbell	 upper body injury (DTD)
23	2015-03-07	 Bruins	 • Gregory Campbell / Greg Campbell	 	 returned to lineup
