	 Date	 Team	 Acquired	 Relinquished	 Notes
0	2015-02-23	 Jets	 	 • Ben Chiarot	 placed on IR with fractured hand
1	2015-04-06	 Jets	 • Ben Chiarot	 	 activated from IR
2	2015-10-15	 Jets	 	 • Ben Chiarot	 undisclosed (DTD)
3	2015-10-23	 Jets	 • Ben Chiarot	 	 returned to lineup
4	2017-01-12	 Jets	 	 • Ben Chiarot	 illness (DTD)
5	2017-01-17	 Jets	 • Ben Chiarot	 	 returned to lineup
6	2017-01-17	 Jets	 	 • Ben Chiarot	 placed on IR with upper body injury
7	2017-02-08	 Jets	 • Ben Chiarot	 	 activated from IR
8	2017-03-21	 Jets	 	 • Ben Chiarot	 upper body injury (out for season)
9	2019-01-14	 Jets	 	 • Ben Chiarot	 lower body injury (DTD)
10	2019-01-29	 Jets	 • Ben Chiarot	 	 returned to lineup
11	2020-01-09	 Canadiens	 	 • Ben Chiarot	 lower body injury (DTD)
12	2020-01-13	 Canadiens	 • Ben Chiarot	 	 returned to lineup
