	 Date	 Team	 Acquired	 Relinquished	 Notes
0	1997-10-01	 Devils	 	 • Sheldon Souray	 placed on IR
1	1997-10-28	 Devils	 • Sheldon Souray	 	 activated from IR
2	2001-11-17	 Canadiens	 	 • Sheldon Souray	 wrist injury (out indefinitely)
3	2005-11-10	 Canadiens	 	 • Sheldon Souray	 foot injury (left game)
4	2005-11-11	 Canadiens	 	 • Sheldon Souray	 foot injury (DTD)
5	2005-11-15	 Canadiens	 • Sheldon Souray	 	 returned to lineup
6	2005-11-22	 Canadiens	 	 • Sheldon Souray	 groin injury (DTD)
7	2005-12-01	 Canadiens	 • Sheldon Souray	 	 returned to lineup
8	2006-01-13	 Canadiens	 	 • Sheldon Souray	 knee injury (DTD)
9	2006-01-16	 Canadiens	 • Sheldon Souray	 	 returned to lineup
10	2006-01-25	 Canadiens	 	 • Sheldon Souray	 groin injury (DTD)
11	2006-01-26	 Canadiens	 • Sheldon Souray	 	 returned to lineup
12	2006-12-11	 Canadiens	 	 • Sheldon Souray	 wrist injury (DTD)
13	2006-12-14	 Canadiens	 • Sheldon Souray	 	 returned to lineup
14	2007-10-13	 Oilers	 	 • Sheldon Souray	 separated shoulder (out 3-4 weeks)
15	2007-10-24	 Oilers	 	 • Sheldon Souray	 placed on IR with separated shoulder
16	2007-12-11	 Oilers	 • Sheldon Souray	 	 activated from IR
17	2008-01-03	 Oilers	 	 • Sheldon Souray	 shoulder injury (DTD)
18	2008-01-05	 Oilers	 • Sheldon Souray	 	 returned to lineup
19	2008-01-29	 Oilers	 	 • Sheldon Souray	 placed on IR with shoulder injury
20	2008-02-08	 Oilers	 	 • Sheldon Souray	 surgery on shoulder
21	2008-10-18	 Oilers	 	 • Sheldon Souray	 knee injury (DTD)
22	2008-10-22	 Oilers	 • Sheldon Souray	 	 returned to lineup
23	2009-10-08	 Oilers	 	 • Sheldon Souray	 head injury (out indefinitely)
24	2009-10-09	 Oilers	 	 • Sheldon Souray	 placed on IR with concussion
25	2009-11-15	 Oilers	 • Sheldon Souray	 	 activated from IR
26	2010-01-30	 Oilers	 	 • Sheldon Souray	 broken hand (out for season)
27	2011-12-24	 Stars	 	 • Sheldon Souray	 ankle injury (DTD)
28	2012-01-02	 Stars	 	 • Sheldon Souray	 placed on IR with ankle injury
29	2012-01-10	 Stars	 • Sheldon Souray	 	 activated from IR
30	2012-02-10	 Stars	 	 • Sheldon Souray	 foot injury (DTD)
31	2012-02-23	 Stars	 • Sheldon Souray	 	 returned to lineup
32	2012-03-08	 Stars	 	 • Sheldon Souray	 lower body injury (DTD)
33	2012-03-20	 Stars	 • Sheldon Souray	 	 returned to lineup
34	2013-04-08	 Ducks	 	 • Sheldon Souray	 undisclosed (DTD)
35	2013-04-10	 Ducks	 • Sheldon Souray	 	 returned to lineup
36	2013-04-21	 Ducks	 	 • Sheldon Souray	 lower body injury (DTD)
37	2013-04-25	 Ducks	 • Sheldon Souray	 	 returned to lineup
38	2013-09-30	 Ducks	 	 • Sheldon Souray	 placed on IR with wrist injury (out for season)
39	2014-10-09	 Ducks	 	 • Sheldon Souray	 placed on IR with wrist injury (out for season)
