	 Date	 Team	 Acquired	 Relinquished	 Notes
0	2006-12-09	 Blackhawks	 	 • Radim Vrbata	 wrist injury (DTD)
1	2006-12-12	 Blackhawks	 • Radim Vrbata	 	 returned to lineup
2	2007-03-15	 Blackhawks	 	 • Radim Vrbata	 wrist injury (DTD)
3	2007-03-21	 Blackhawks	 • Radim Vrbata	 	 returned to lineup
4	2007-12-01	 Coyotes	 	 • Radim Vrbata	 groin injury (DTD)
5	2007-12-05	 Coyotes	 • Radim Vrbata	 	 returned to lineup
6	2008-01-17	 Coyotes	 	 • Radim Vrbata	 groin injury (DTD)
7	2008-01-24	 Coyotes	 • Radim Vrbata	 	 returned to lineup
8	2008-02-05	 Coyotes	 	 • Radim Vrbata	 ankle injury (DTD)
9	2008-02-07	 Coyotes	 • Radim Vrbata	 	 returned to lineup
10	2008-10-25	 Lightning	 	 • Radim Vrbata	 placed on IR with groin injury
11	2008-11-06	 Lightning	 • Radim Vrbata	 	 activated from IR
12	2010-12-26	 Coyotes	 	 • Radim Vrbata	 lower body injury (DTD)
13	2010-12-31	 Coyotes	 • Radim Vrbata	 	 returned to lineup
14	2011-01-01	 Coyotes	 • Radim Vrbata	 	 activated from IR
15	2012-03-14	 Coyotes	 	 • Radim Vrbata	 illness (DTD)
16	2012-03-18	 Coyotes	 • Radim Vrbata	 	 returned to lineup
17	2012-03-20	 Coyotes	 	 • Radim Vrbata	 illness (DTD)
18	2012-03-22	 Coyotes	 • Radim Vrbata	 	 returned to lineup
19	2012-03-24	 Coyotes	 	 • Radim Vrbata	 lower body injury (DTD)
20	2012-03-29	 Coyotes	 • Radim Vrbata	 	 returned to lineup
21	2013-02-16	 Coyotes	 	 • Radim Vrbata	 lower body injury (DTD)
22	2013-03-01	 Coyotes	 	 • Radim Vrbata	 placed on IR with lower body injury
23	2013-03-19	 Coyotes	 • Radim Vrbata	 	 activated from IR
24	2013-11-09	 Coyotes	 	 • Radim Vrbata	 lower body injury (DTD)
25	2013-11-14	 Coyotes	 • Radim Vrbata	 	 returned to lineup
26	2014-11-09	 Canucks	 	 • Radim Vrbata	 lower body injury (DTD)
27	2014-11-14	 Canucks	 • Radim Vrbata	 	 returned to lineup
28	2015-01-06	 Canucks	 	 • Radim Vrbata	 illness (DTD)
29	2015-01-08	 Canucks	 • Radim Vrbata	 	 returned to lineup
30	2015-11-18	 Canucks	 	 • Radim Vrbata	 groin injury (DTD)
31	2015-11-22	 Canucks	 • Radim Vrbata	 	 returned to lineup
32	2016-02-23	 Canucks	 	 • Radim Vrbata	 lower body injury (DTD)
33	2016-03-07	 Canucks	 • Radim Vrbata	 	 returned to lineup
34	2016-03-19	 Canucks	 	 • Radim Vrbata	 lower body injury (out for season)
35	2017-04-04	 Coyotes	 	 • Radim Vrbata	 lower body injury (DTD)
36	2017-04-06	 Coyotes	 • Radim Vrbata	 	 returned to lineup
37	2017-11-19	 Panthers	 	 • Radim Vrbata	 facial injury (DTD)
38	2017-11-25	 Panthers	 	 • Radim Vrbata	 placed on IR with facial injury
39	2017-12-01	 Panthers	 • Radim Vrbata	 	 activated from IR
40	2017-12-27	 Panthers	 	 • Radim Vrbata	 illness (DTD)
41	2018-01-09	 Panthers	 • Radim Vrbata	 	 returned to lineup
