	 Date	 Team	 Acquired	 Relinquished	 Notes
0	2005-11-04	 Oilers	 	 • Marc-Andre Bergeron	 placed on IR with broken and lacerated finger
1	2005-11-11	 Oilers	 • Marc-Andre Bergeron	 	 activated from IR
2	2006-03-25	 Oilers	 	 • Marc-Andre Bergeron	 knee injury (DTD)
3	2006-03-30	 Oilers	 • Marc-Andre Bergeron	 	 returned to lineup
4	2006-05-21	 Oilers	 	 • Marc-Andre Bergeron	 flu (DTD)
5	2006-05-23	 Oilers	 • Marc-Andre Bergeron	 	 returned to lineup
6	2006-11-30	 Oilers	 	 • Marc-Andre Bergeron	 flu (DTD)
7	2006-12-02	 Oilers	 • Marc-Andre Bergeron	 	 returned to lineup
8	2008-12-19	 Wild	 	 • Marc-Andre Bergeron	 placed on IR with lower body injury
9	2009-01-13	 Wild	 • Marc-Andre Bergeron	 	 activated from IR
10	2009-04-30	 Wild	 	 • Marc-Andre Bergeron	 surgery on back (out indefinitely)
11	2009-12-13	 Canadiens	 	 • Marc-Andre Bergeron	 facial injury (DTD)
12	2010-02-05	 Canadiens	 	 • Marc-Andre Bergeron	 placed on IR with lower body injury
13	2010-03-22	 Canadiens	 • Marc-Andre Bergeron	 	 activated from IR
14	2011-03-03	 Lightning	 	 • Marc-Andre Bergeron	 back spasms (DTD)
15	2011-03-05	 Lightning	 • Marc-Andre Bergeron	 	 returned to lineup
16	2011-03-07	 Lightning	 	 • Marc-Andre Bergeron	 back injury (DTD)
17	2011-03-09	 Lightning	 • Marc-Andre Bergeron	 	 returned to lineup
18	2011-04-15	 Lightning	 	 • Marc-Andre Bergeron	 undisclosed (DTD)
19	2011-04-23	 Lightning	 • Marc-Andre Bergeron	 	 returned to lineup
20	2012-01-13	 Lightning	 	 • Marc-Andre Bergeron	 upper body injury (DTD)
21	2012-02-07	 Lightning	 • Marc-Andre Bergeron	 	 returned to lineup
22	2012-02-14	 Lightning	 	 • Marc-Andre Bergeron	 back injury (out indefinitely)
23	2012-02-25	 Lightning	 	 • Marc-Andre Bergeron	 placed on IR with back injury (out for season)
