	 Date	 Team	 Acquired	 Relinquished	 Notes
0	1991-02-27	 Penguins	 	 • Paul Coffey	 back injury
1	1991-03-09	 Penguins	 	 • Paul Coffey	 hip muscle injury
2	1991-04-09	 Penguins	 	 • Paul Coffey	 scratched cornea in left eye (DTD)
3	1991-04-20	 Penguins	 	 • Paul Coffey	 fractured jaw (out indefinitely)
4	1992-02-03	 Penguins	 	 • Paul Coffey	 strained hip muscle (DTD)
5	1992-03-03	 Kings	 	 • Paul Coffey	 back spasms (DTD)
6	1992-03-17	 Kings	 	 • Paul Coffey	 fractured wrist (out indefinitely)
7	1993-03-18	 Red Wings	 	 • Paul Coffey	 groin injury (DTD)
8	1993-10-18	 Red Wings	 	 • Paul Coffey	 groin and left knee injuries (DTD)
9	1995-01-28	 Red Wings	 	 • Paul Coffey	 back injury (DTD)
10	1995-11-04	 Red Wings	 	 • Paul Coffey	 back injury (DTD)
11	1996-01-06	 Red Wings	 	 • Paul Coffey	 sprained right thumb (DTD)
12	1996-04-17	 Red Wings	 	 • Paul Coffey	 back spasms (DTD)
