	 Date	 Team	 Acquired	 Relinquished	 Notes
0	2006-01-06	 Sharks	 	 • Tom Preissing	 pneumonia (DTD)
1	2006-01-10	 Sharks	 • Tom Preissing	 	 returned to lineup
2	2006-10-05	 Senators	 	 • Tom Preissing	 knee injury (DTD)
3	2006-10-07	 Senators	 • Tom Preissing	 	 returned to lineup
4	2007-10-10	 Kings	 	 • Tom Preissing	 illness (DTD)
5	2007-10-14	 Kings	 • Tom Preissing	 	 returned to lineup
6	2007-11-10	 Kings	 	 • Tom Preissing	 illness (DTD)
7	2007-11-13	 Kings	 • Tom Preissing	 	 returned to lineup
8	2009-02-10	 Kings	 	 • Tom Preissing	 illness (DTD)
9	2009-02-11	 Kings	 	 • Tom Preissing	 placed on IR with illness
10	2009-03-01	 Kings	 • Tom Preissing	 	 activated from IR
11	2009-09-22	 Avalanche	 	 • Tom Preissing	 arthroscopic surgery on right knee (out indefinitely)
12	2009-11-11	 Avalanche	 	 • Tom Preissing	 surgery on knee (out indefinitely)
13	2009-11-14	 Avalanche	 • Tom Preissing	 	 returned to lineup
14	2009-11-17	 Avalanche	 	 • Tom Preissing	 fatigued (out indefinitely)
15	2009-11-18	 Avalanche	 • Tom Preissing	 	 returned to lineup
