	 Date	 Team	 Acquired	 Relinquished	 Notes
0	2006-09-16	 Blackhawks	 	 • Cam Barker	 broken ankle (out 2 months)
1	2006-10-29	 Blackhawks	 • Cam Barker	 	 returned to lineup
2	2007-02-22	 Blackhawks	 	 • Cam Barker	 ankle injury (DTD)
3	2007-03-01	 Blackhawks	 • Cam Barker	 	 returned to lineup
4	2008-03-22	 Blackhawks	 	 • Cam Barker	 head injury (DTD)
5	2008-03-29	 Blackhawks	 • Cam Barker	 	 returned to lineup
6	2008-12-26	 Blackhawks	 	 • Cam Barker	 undisclosed injury (DTD)
7	2008-12-28	 Blackhawks	 • Cam Barker	 	 returned to lineup
8	2008-12-30	 Blackhawks	 	 • Cam Barker	 lower body injury (DTD)
9	2009-01-01	 Blackhawks	 • Cam Barker	 	 returned to lineup
10	2009-03-22	 Blackhawks	 	 • Cam Barker	 lower body injury (DTD)
11	2009-03-25	 Blackhawks	 • Cam Barker	 	 returned to lineup
12	2009-12-16	 Blackhawks	 	 • Cam Barker	 lower body injury (DTD)
13	2009-12-26	 Blackhawks	 • Cam Barker	 	 returned to lineup
14	2010-01-05	 Blackhawks	 	 • Cam Barker	 upper body injury (DTD)
15	2010-01-16	 Blackhawks	 • Cam Barker	 	 returned to lineup
16	2010-03-26	 Wild	 	 • Cam Barker	 sprained ankle (DTD)
17	2010-04-02	 Wild	 • Cam Barker	 	 returned to lineup
18	2010-10-22	 Wild	 	 • Cam Barker	 groin injury (DTD)
19	2010-11-02	 Wild	 • Cam Barker	 	 returned to lineup
20	2011-02-23	 Wild	 	 • Cam Barker	 upper body injury (DTD)
21	2011-03-08	 Wild	 • Cam Barker	 	 returned to lineup
22	2011-03-10	 Wild	 	 • Cam Barker	 upper body injury (out indefinitely)
23	2011-10-30	 Oilers	 	 • Cam Barker	 shoulder injury (DTD)
24	2011-11-08	 Oilers	 • Cam Barker	 	 returned to lineup
25	2011-11-11	 Oilers	 	 • Cam Barker	 ankle injury (DTD / out indefinitely)
26	2011-11-19	 Oilers	 	 • Cam Barker	 placed on IR with ankle injury
27	2012-02-02	 Oilers	 • Cam Barker	 	 activated from IR
