	 Date	 Team	 Acquired	 Relinquished	 Notes
0	2008-11-02	 Oilers	 	 • Denis Grebeshkov	 concussion (DTD)
1	2008-11-06	 Oilers	 	 • Denis Grebeshkov	 placed on IR with concussion
2	2008-11-09	 Oilers	 • Denis Grebeshkov	 	 activated from IR
3	2009-02-11	 Oilers	 	 • Denis Grebeshkov	 ankle injury (DTD)
4	2009-02-19	 Oilers	 	 • Denis Grebeshkov	 placed on IR with ankle injury
5	2009-02-28	 Oilers	 • Denis Grebeshkov	 	 activated from IR
6	2009-11-14	 Oilers	 	 • Denis Grebeshkov	 torn MCL in knee (out indefinitely)
7	2009-12-15	 Oilers	 • Denis Grebeshkov	 	 returned to lineup
8	2010-03-08	 Predators	 	 • Denis Grebeshkov	 lower body injury (out for season)
9	2013-10-01	 Oilers	 	 • Denis Grebeshkov	 groin injury (DTD)
10	2013-10-19	 Oilers	 • Denis Grebeshkov	 	 returned to lineup
