	 Date	 Team	 Acquired	 Relinquished	 Notes
0	2005-12-17	 Blues	 	 • Curtis Sanford	 placed on IR with hip flexor injury
1	2005-12-29	 Blues	 • Curtis Sanford	 	 activated from IR
2	2006-03-13	 Blues	 	 • Curtis Sanford	 left knee injury (left game)
3	2006-03-15	 Blues	 	 • Curtis Sanford	 placed on IR with sprained MCL in left knee (out for remainder of regular season)
4	2006-11-16	 Blues	 	 • Curtis Sanford	 groin injury (DTD)
5	2006-11-24	 Blues	 • Curtis Sanford	 	 returned to lineup
6	2006-12-02	 Blues	 	 • Curtis Sanford	 leg injury (left game)
7	2006-12-03	 Blues	 	 • Curtis Sanford	 groin injury (out 6-8 weeks)
8	2007-01-10	 Blues	 • Curtis Sanford	 	 returned to lineup
9	2007-03-24	 Blues	 	 • Curtis Sanford	 groin injury (DTD)
10	2007-03-27	 Blues	 • Curtis Sanford	 	 returned to lineup
11	2008-12-01	 Canucks	 	 • Curtis Sanford	 back spasms (DTD)
12	2008-12-31	 Canucks	 	 • Curtis Sanford	 groin injury (out indefinitely)
13	2009-01-07	 Canucks	 • Curtis Sanford	 	 returned to lineup
14	2011-10-17	 Blue Jackets	 	 • Curtis Sanford	 groin injury (DTD)
15	2011-11-12	 Blue Jackets	 	 • Curtis Sanford	 placed on IR with groin injury
16	2011-11-13	 Blue Jackets	 • Curtis Sanford	 	 activated from IR
17	2012-02-11	 Blue Jackets	 	 • Curtis Sanford	 back injury (DTD)
18	2012-02-17	 Blue Jackets	 	 • Curtis Sanford	 placed on IR with back injury
19	2012-02-22	 Blue Jackets	 • Curtis Sanford	 	 activated from IR
20	2012-03-19	 Blue Jackets	 	 • Curtis Sanford	 torn left quadricep (out for season)
