	 Date	 Team	 Acquired	 Relinquished	 Notes
0	2016-11-08	 Bruins	 	 • Noel Acciari	 lower body injury (DTD)
1	2016-11-19	 Bruins	 	 • Noel Acciari	 placed on IR with lower body injury
2	2016-12-07	 Bruins	 • Noel Acciari	 	 activated from IR
3	2017-04-07	 Bruins	 	 • Noel Acciari	 upper body injury (DTD)
4	2017-04-17	 Bruins	 • Noel Acciari	 	 returned to lineup
5	2017-10-08	 Bruins	 	 • Noel Acciari	 placed on IR with fractured finger
6	2017-11-10	 Bruins	 • Noel Acciari	 	 activated from IR
7	2017-12-09	 Bruins	 	 • Noel Acciari	 upper body injury (DTD)
8	2017-12-13	 Bruins	 • Noel Acciari	 	 returned to lineup
9	2018-01-24	 Bruins	 	 • Noel Acciari	 lower body injury (DTD)
10	2018-02-01	 Bruins	 	 • Noel Acciari	 placed on IR with lower body injury
11	2018-02-11	 Bruins	 • Noel Acciari	 	 activated from IR
12	2019-05-04	 Bruins	 	 • Noel Acciari	 upper body injury (DTD)
13	2019-05-14	 Bruins	 • Noel Acciari	 	 returned to lineup
14	2019-11-06	 Panthers	 	 • Noel Acciari	 lower body injury (DTD)
15	2019-11-12	 Panthers	 • Noel Acciari	 	 returned to lineup
