	 Date	 Team	 Acquired	 Relinquished	 Notes
0	2018-09-30	 Golden Knights	 	 • Alex Tuch	 placed on IR with undisclosed injury
1	2018-10-02	 Golden Knights	 	 • Alex Tuch	 placed on IR with undisclosed injury
2	2018-10-24	 Golden Knights	 • Alex Tuch	 	 activated from IR
3	2019-09-28	 Golden Knights	 	 • Alex Tuch	 placed on IR with upper body injury
4	2019-10-31	 Golden Knights	 • Alex Tuch	 	 activated from IR
5	2019-11-04	 Golden Knights	 	 • Alex Tuch	 upper body injury (DTD)
6	2019-11-13	 Golden Knights	 • Alex Tuch	 	 returned to lineup
7	2020-02-15	 Golden Knights	 	 • Alex Tuch	 left leg injury (out indefinitely)
8	2020-02-19	 Golden Knights	 	 • Alex Tuch	 placed on IR with left leg injury
9	2020-07-13	 Golden Knights	 • Alex Tuch	 	 activated from IR
