	 Date	 Team	 Acquired	 Relinquished	 Notes
0	2002-11-06	 Maple Leafs	 	 • Nikolai Antropov / Nik Antropov	 placed on IR with sprained knee
1	2005-10-20	 Maple Leafs	 	 • Nikolai Antropov / Nik Antropov	 upper body injury (DTD)
2	2005-12-17	 Maple Leafs	 	 • Nikolai Antropov / Nik Antropov	 knee injury (DTD)
3	2006-01-14	 Maple Leafs	 • Nikolai Antropov / Nik Antropov	 	 returned to lineup
4	2006-03-04	 Maple Leafs	 	 • Nikolai Antropov / Nik Antropov	 arm injury (DTD)
5	2006-03-10	 Maple Leafs	 • Nikolai Antropov / Nik Antropov	 	 returned to lineup
6	2006-04-18	 Maple Leafs	 	 • Nikolai Antropov / Nik Antropov	 surgery on right knee (out indefinitely)
7	2006-10-03	 Maple Leafs	 	 • Nikolai Antropov / Nik Antropov	 leg injury (out indefinitely)
8	2006-10-28	 Maple Leafs	 • Nikolai Antropov / Nik Antropov	 	 returned to lineup
9	2006-12-07	 Maple Leafs	 	 • Nikolai Antropov / Nik Antropov	 ankle injury (DTD)
10	2007-01-16	 Maple Leafs	 • Nikolai Antropov / Nik Antropov	 	 returned to lineup
11	2008-03-18	 Maple Leafs	 	 • Nikolai Antropov / Nik Antropov	 knee injury (DTD)
12	2008-03-27	 Maple Leafs	 • Nikolai Antropov / Nik Antropov	 	 returned to lineup
13	2008-04-01	 Maple Leafs	 	 • Nikolai Antropov / Nik Antropov	 undisclosed injury (DTD)
14	2010-01-05	 Thrashers	 	 • Nikolai Antropov / Nik Antropov	 hip injury (DTD)
15	2010-01-14	 Thrashers	 • Nikolai Antropov / Nik Antropov	 	 returned to lineup
16	2010-04-09	 Thrashers	 	 • Nikolai Antropov / Nik Antropov	 lower body injury (out for season)
17	2010-12-23	 Thrashers	 	 • Nikolai Antropov / Nik Antropov	 undisclosed injury (DTD)
18	2010-12-30	 Thrashers	 	 • Nikolai Antropov / Nik Antropov	 placed on IR with hip injury
19	2011-01-02	 Thrashers	 • Nikolai Antropov / Nik Antropov	 	 activated from IR
20	2011-11-05	 Jets	 	 • Nikolai Antropov / Nik Antropov	 hand injury (DTD)
21	2011-11-08	 Jets	 • Nikolai Antropov / Nik Antropov	 	 returned to lineup
22	2011-12-01	 Jets	 	 • Nikolai Antropov / Nik Antropov	 undisclosed injury (DTD)
23	2011-12-10	 Jets	 • Nikolai Antropov / Nik Antropov	 	 returned to lineup
24	2011-12-12	 Jets	 	 • Nikolai Antropov / Nik Antropov	 foot injury (DTD)
25	2011-12-17	 Jets	 • Nikolai Antropov / Nik Antropov	 	 returned to lineup
26	2012-03-19	 Jets	 	 • Nikolai Antropov / Nik Antropov	 lower body injury (DTD)
27	2012-03-30	 Jets	 • Nikolai Antropov / Nik Antropov	 	 returned to lineup
28	2013-04-03	 Jets	 	 • Nikolai Antropov / Nik Antropov	 lower body injury (DTD)
29	2013-04-23	 Jets	 • Nikolai Antropov / Nik Antropov	 	 returned to lineup
