	 Date	 Team	 Acquired	 Relinquished	 Notes
0	2006-12-27	 Ducks	 	 • Francois Beauchemin	 lacerated spleen (out indefinitely)
1	2007-01-28	 Ducks	 • Francois Beauchemin	 	 returned to lineup
2	2008-11-15	 Ducks	 	 • Francois Beauchemin	 torn ACL in left knee (out for season)
3	2009-04-10	 Ducks	 • Francois Beauchemin	 	 returned to lineup
4	2013-11-21	 Ducks	 	 • Francois Beauchemin	 upper body injury (DTD)
5	2013-11-22	 Ducks	 	 • Francois Beauchemin	 placed on IR with upper body injury
6	2013-12-14	 Ducks	 • Francois Beauchemin	 	 activated from IR
7	2014-11-09	 Ducks	 	 • Francois Beauchemin	 flu (DTD)
8	2014-11-15	 Ducks	 	 • Francois Beauchemin	 placed on IR with illness
9	2014-11-20	 Ducks	 • Francois Beauchemin	 	 activated from IR
10	2014-11-28	 Ducks	 	 • Francois Beauchemin	 placed on IR with fractured finger
11	2014-12-27	 Ducks	 • Francois Beauchemin	 	 activated from IR
12	2017-01-06	 Avalanche	 	 • Francois Beauchemin	 illness (DTD)
13	2017-01-12	 Avalanche	 • Francois Beauchemin	 	 returned to lineup
