	 Date	 Team	 Acquired	 Relinquished	 Notes
0	2000-10-02	 Lightning	 	 • Paul Mara	 placed on IR
1	2000-10-06	 Lightning	 • Paul Mara	 	 activated from IR
2	2000-11-20	 Lightning	 	 • Paul Mara	 placed on IR with hip pointer
3	2000-11-29	 Lightning	 • Paul Mara	 	 activated from IR
4	2005-12-11	 Coyotes	 	 • Paul Mara	 flu (DTD)
5	2005-12-13	 Coyotes	 • Paul Mara	 	 returned to lineup
6	2006-02-12	 Coyotes	 	 • Paul Mara	 rib injury (DTD)
7	2006-03-02	 Coyotes	 • Paul Mara	 	 returned to lineup
8	2006-03-28	 Coyotes	 	 • Paul Mara	 flu (DTD)
9	2006-04-01	 Coyotes	 • Paul Mara	 	 returned to lineup
10	2006-11-30	 Bruins	 	 • Paul Mara	 lower body injury (DTD)
11	2006-12-07	 Bruins	 • Paul Mara	 	 returned to lineup
12	2007-12-01	 Rangers	 	 • Paul Mara	 shoulder injury (DTD)
13	2007-12-07	 Rangers	 • Paul Mara	 	 returned to lineup
14	2008-02-24	 Rangers	 	 • Paul Mara	 head injury (DTD)
15	2008-03-25	 Rangers	 • Paul Mara	 	 returned to lineup
16	2009-02-06	 Rangers	 	 • Paul Mara	 flu (DTD)
17	2009-02-09	 Rangers	 • Paul Mara	 	 returned to lineup
18	2009-02-15	 Rangers	 	 • Paul Mara	 right shoulder injury (DTD)
19	2009-02-26	 Rangers	 • Paul Mara	 	 returned to lineup
20	2009-12-08	 Canadiens	 	 • Paul Mara	 upper body injury (DTD)
21	2009-12-17	 Canadiens	 • Paul Mara	 	 returned to lineup
22	2009-12-23	 Canadiens	 	 • Paul Mara	 left hand/wrist injury (DTD)
23	2010-01-03	 Canadiens	 • Paul Mara	 	 returned to lineup
24	2010-01-23	 Canadiens	 	 • Paul Mara	 upper body injury (DTD)
25	2010-03-02	 Canadiens	 • Paul Mara	 	 returned to lineup
26	2010-03-04	 Canadiens	 	 • Paul Mara	 upper body injury (DTD)
27	2010-03-19	 Canadiens	 	 • Paul Mara	 surgery on shoulder (out for season)
