	 Date	 Team	 Acquired	 Relinquished	 Notes
0	2014-12-19	 Lightning	 	 • Tyler Johnson	 illness (DTD)
1	2014-12-20	 Lightning	 • Tyler Johnson	 	 returned to lineup
2	2015-01-13	 Lightning	 	 • Tyler Johnson	 lower body injury (DTD)
3	2015-01-15	 Lightning	 • Tyler Johnson	 	 returned to lineup
4	2015-03-30	 Lightning	 	 • Tyler Johnson	 upper body injury (DTD)
5	2015-04-04	 Lightning	 • Tyler Johnson	 	 returned to lineup
6	2015-11-16	 Lightning	 	 • Tyler Johnson	 undisclosed (DTD)
7	2015-11-25	 Lightning	 • Tyler Johnson	 	 returned to lineup
8	2015-11-28	 Lightning	 	 • Tyler Johnson	 undisclosed injury (DTD)
9	2015-12-06	 Lightning	 • Tyler Johnson	 	 returned to lineup
10	2015-12-12	 Lightning	 	 • Tyler Johnson	 placed on IR with undisclosed injury
11	2015-12-14	 Lightning	 	 • Tyler Johnson	 placed on IR with undisclosed injury
12	2015-12-28	 Lightning	 • Tyler Johnson	 	 activated from IR
13	2016-04-10	 Lightning	 	 • Tyler Johnson	 upper body injury (out for season))
14	2017-02-10	 Lightning	 	 • Tyler Johnson	 lower body injury (DTD)
15	2017-02-18	 Lightning	 • Tyler Johnson	 	 returned to lineup
16	2017-03-10	 Lightning	 	 • Tyler Johnson	 lower body injury (DTD)
17	2017-04-02	 Lightning	 • Tyler Johnson	 	 returned to lineup
18	2017-04-06	 Lightning	 	 • Tyler Johnson	 lower body injury (out for season)
19	2017-12-19	 Lightning	 	 • Tyler Johnson	 undisclosed injury (DTD)
20	2017-12-21	 Lightning	 • Tyler Johnson	 	 returned to lineup
21	2018-10-06	 Lightning	 	 • Tyler Johnson	 upper body injury (DTD)
22	2018-10-10	 Lightning	 • Tyler Johnson	 	 returned to lineup
23	2019-01-17	 Lightning	 	 • Tyler Johnson	 lower body injury (DTD)
24	2019-01-29	 Lightning	 • Tyler Johnson	 	 returned to lineup
25	2019-09-30	 Lightning	 	 • Tyler Johnson	 placed on IR with undisclosed injury
26	2019-12-09	 Lightning	 	 • Tyler Johnson	 lower body injury (DTD)
27	2019-12-17	 Lightning	 • Tyler Johnson	 	 returned to lineup
28	2019-12-23	 Lightning	 	 • Tyler Johnson	 lower body injury (DTD)
29	2019-12-28	 Lightning	 • Tyler Johnson	 	 returned to lineup
