	 Date	 Team	 Acquired	 Relinquished	 Notes
0	2006-10-26	 Devils	 	 • Scott Gomez	 groin injury (left game)
1	2006-10-27	 Devils	 	 • Scott Gomez	 groin injury (DTD)
2	2006-11-02	 Devils	 • Scott Gomez	 	 returned to lineup
3	2006-11-04	 Devils	 	 • Scott Gomez	 groin injury (DTD)
4	2006-11-22	 Devils	 • Scott Gomez	 	 returned to lineup
5	2007-04-01	 Devils	 	 • Scott Gomez	 bruised thigh (DTD)
6	2007-04-05	 Devils	 • Scott Gomez	 	 returned to lineup
7	2008-03-25	 Rangers	 	 • Scott Gomez	 rib injury (DTD)
8	2008-03-27	 Rangers	 • Scott Gomez	 	 returned to lineup
9	2008-11-12	 Rangers	 	 • Scott Gomez	 leg injury (DTD)
10	2008-11-24	 Rangers	 • Scott Gomez	 	 returned to lineup
11	2009-11-21	 Canadiens	 	 • Scott Gomez	 lower body injury (DTD)
12	2009-11-25	 Canadiens	 	 • Scott Gomez	 placed on IR
13	2009-12-01	 Canadiens	 • Scott Gomez	 	 activated from IR
14	2010-12-08	 Canadiens	 	 • Scott Gomez	 lower body injury (DTD)
15	2010-12-15	 Canadiens	 • Scott Gomez	 	 returned to lineup
16	2011-10-22	 Canadiens	 	 • Scott Gomez	 placed on IR with upper body injury
17	2011-11-12	 Canadiens	 • Scott Gomez	 	 activated from IR
18	2011-11-25	 Canadiens	 	 • Scott Gomez	 placed on IR with groin injury
19	2012-01-14	 Canadiens	 • Scott Gomez	 	 activated from IR
20	2012-03-03	 Canadiens	 	 • Scott Gomez	 right eye injury (DTD)
21	2012-03-08	 Canadiens	 • Scott Gomez	 	 returned to lineup
22	2012-03-13	 Canadiens	 	 • Scott Gomez	 concussion (DTD)
23	2012-03-23	 Canadiens	 	 • Scott Gomez	 placed on IR with concussion (out for season)
24	2013-04-24	 Sharks	 	 • Scott Gomez	 undisclosed (DTD)
25	2013-11-09	 Panthers	 	 • Scott Gomez	 groin injury (DTD)
26	2013-11-22	 Panthers	 • Scott Gomez	 	 returned to lineup
27	2014-04-08	 Panthers	 	 • Scott Gomez	 illness (out for season)
