	 Date	 Team	 Acquired	 Relinquished	 Notes
0	1991-12-11	 Blues	 	 • Kelly Chase	 knee injury (DTD)
1	1992-01-14	 Blues	 	 • Kelly Chase	 sprained left wrist (DTD)
2	1992-02-02	 Blues	 	 • Kelly Chase	 bruised thigh (DTD)
3	1992-02-23	 Blues	 	 • Kelly Chase	 hand injury (DTD)
4	1992-10-26	 Blues	 	 • Kelly Chase	 pulled groin (DTD)
5	1993-01-09	 Blues	 	 • Kelly Chase	 wrist injury (DTD)
6	1993-03-30	 Blues	 	 • Kelly Chase	 bruised lower leg (out for season)
7	1993-12-04	 Blues	 	 • Kelly Chase	 flu (DTD)
8	1994-01-02	 Blues	 	 • Kelly Chase	 leg injury (DTD)
9	1994-01-28	 Blues	 	 • Kelly Chase	 elbow injury (DTD)
10	1994-03-24	 Blues	 	 • Kelly Chase	 pulled groin (DTD)
11	1994-04-05	 Blues	 	 • Kelly Chase	 hand injury (DTD)
12	1995-02-24	 Whalers	 	 • Kelly Chase	 back spasms (out indefinitely)
13	1995-04-09	 Whalers	 	 • Kelly Chase	 sore back (DTD)
14	1995-12-06	 Whalers	 	 • Kelly Chase	 strained groin and neck injury (out indefinitely)
15	1996-01-24	 Whalers	 	 • Kelly Chase	 bruised hand (DTD)
16	1996-02-21	 Whalers	 	 • Kelly Chase	 sprained knee (DTD)
17	1999-11-08	 Blues	 	 • Kelly Chase	 knee injury (out indefinitely)
