	 Date	 Team	 Acquired	 Relinquished	 Notes
0	2002-10-08	 Panthers	 	 • Kristian Huselius	 placed on IR
1	2008-11-08	 Blue Jackets	 	 • Kristian Huselius	 foot injury (DTD)
2	2008-11-12	 Blue Jackets	 • Kristian Huselius	 	 returned to lineup
3	2009-01-06	 Blue Jackets	 	 • Kristian Huselius	 upper body injury (DTD)
4	2009-01-10	 Blue Jackets	 • Kristian Huselius	 	 returned to lineup
5	2009-01-20	 Blue Jackets	 	 • Kristian Huselius	 wrist injury (date approximate)
6	2009-01-27	 Blue Jackets	 • Kristian Huselius	 	 returned to lineup
7	2009-04-06	 Blue Jackets	 	 • Kristian Huselius	 head injury (DTD)
8	2009-04-08	 Blue Jackets	 	 • Kristian Huselius	 concussion (DTD)
9	2009-04-16	 Blue Jackets	 • Kristian Huselius	 	 returned to lineup
10	2009-11-04	 Blue Jackets	 	 • Kristian Huselius	 upper body injury (DTD)
11	2009-11-05	 Blue Jackets	 	 • Kristian Huselius	 placed on IR with upper body injury
12	2009-11-13	 Blue Jackets	 • Kristian Huselius	 	 activated from IR
13	2010-01-29	 Blue Jackets	 	 • Kristian Huselius	 flu (DTD)
14	2010-02-02	 Blue Jackets	 • Kristian Huselius	 	 returned to lineup
15	2010-03-08	 Blue Jackets	 	 • Kristian Huselius	 hand injury (DTD)
16	2010-03-11	 Blue Jackets	 • Kristian Huselius	 	 returned to lineup
17	2010-03-12	 Blue Jackets	 	 • Kristian Huselius	 upper body injury (DTD)
18	2010-03-15	 Blue Jackets	 • Kristian Huselius	 	 returned to lineup
19	2010-10-25	 Blue Jackets	 	 • Kristian Huselius	 lower body injury (DTD)
20	2010-11-11	 Blue Jackets	 	 • Kristian Huselius	 placed on IR
21	2010-12-15	 Blue Jackets	 • Kristian Huselius	 	 activated from IR
22	2011-02-22	 Blue Jackets	 	 • Kristian Huselius	 lower body injury (DTD)
23	2011-02-25	 Blue Jackets	 	 • Kristian Huselius	 placed on IR with lower body injury
24	2011-04-03	 Blue Jackets	 • Kristian Huselius	 	 activated from IR
25	2011-10-01	 Blue Jackets	 	 • Kristian Huselius	 placed on IR with surgery on pectoral
26	2011-12-02	 Blue Jackets	 • Kristian Huselius	 	 activated from IR
27	2011-12-08	 Blue Jackets	 	 • Kristian Huselius	 groin injury (out for season)
28	2012-01-06	 Blue Jackets	 	 • Kristian Huselius	 placed on IR with groin injury (out for season)
