	 Date	 Team	 Acquired	 Relinquished	 Notes
0	2003-12-27	 Avalanche	 • Peter Forsberg	 	 activated from IR
1	2005-09-12	 Flyers	 	 • Peter Forsberg	 surgery to remove infected bursa sac in right ankle (out 2-3 weeks)
2	2005-09-26	 Flyers	 • Peter Forsberg	 	 returned to practice
3	2005-11-25	 Flyers	 	 • Peter Forsberg	 strained groin (left game)
4	2005-11-26	 Flyers	 	 • Peter Forsberg	 strained groin (DTD)
5	2005-12-10	 Flyers	 • Peter Forsberg	 	 returned to lineup
6	2006-01-18	 Flyers	 	 • Peter Forsberg	 groin injury (DTD)
7	2006-01-23	 Flyers	 • Peter Forsberg	 	 returned to lineup
8	2006-01-25	 Flyers	 	 • Peter Forsberg	 groin injury (left game)
9	2006-01-26	 Flyers	 	 • Peter Forsberg	 groin injury (DTD)
10	2006-03-01	 Flyers	 • Peter Forsberg	 	 returned to lineup
11	2006-03-18	 Flyers	 	 • Peter Forsberg	 knee injury (DTD)
12	2006-03-21	 Flyers	 • Peter Forsberg	 	 returned to lineup
13	2006-04-07	 Flyers	 	 • Peter Forsberg	 groin injury (DTD)
14	2006-04-15	 Flyers	 • Peter Forsberg	 	 returned to lineup
15	2006-04-16	 Flyers	 	 • Peter Forsberg	 groin injury (DTD)
16	2006-04-18	 Flyers	 • Peter Forsberg	 	 returned to lineup
17	2006-09-14	 Flyers	 	 • Peter Forsberg	 surgery on right foot (DTD)
18	2006-10-19	 Flyers	 	 • Peter Forsberg	 left wrist injury (left game)
19	2006-10-20	 Flyers	 	 • Peter Forsberg	 left wrist injury (DTD)
20	2006-10-26	 Flyers	 • Peter Forsberg	 	 returned to lineup
21	2006-11-11	 Flyers	 	 • Peter Forsberg	 ankle injury (DTD)
22	2006-11-15	 Flyers	 • Peter Forsberg	 	 returned to lineup
23	2006-11-22	 Flyers	 	 • Peter Forsberg	 back injury (DTD)
24	2006-11-24	 Flyers	 • Peter Forsberg	 	 returned to lineup
25	2006-12-02	 Flyers	 	 • Peter Forsberg	 flu (DTD)
26	2006-12-08	 Flyers	 	 • Peter Forsberg	 foot injury (DTD)
27	2006-12-15	 Flyers	 • Peter Forsberg	 	 returned to lineup
28	2006-12-19	 Flyers	 	 • Peter Forsberg	 concussion (DTD)
29	2006-12-27	 Flyers	 • Peter Forsberg	 	 returned to lineup
30	2007-01-04	 Flyers	 	 • Peter Forsberg	 groin injury (DTD)
31	2007-01-11	 Flyers	 • Peter Forsberg	 	 returned to lineup
32	2007-03-04	 Predators	 	 • Peter Forsberg	 upper body injury (DTD)
33	2007-03-17	 Predators	 • Peter Forsberg	 	 returned to lineup
34	2008-03-09	 Avalanche	 	 • Peter Forsberg	 groin injury (DTD)
35	2008-03-17	 Avalanche	 • Peter Forsberg	 	 returned to lineup
36	2008-03-20	 Avalanche	 	 • Peter Forsberg	 groin injury (DTD)
37	2008-03-24	 Avalanche	 • Peter Forsberg	 	 returned to lineup
38	2008-03-30	 Avalanche	 	 • Peter Forsberg	 groin injury (DTD)
39	2008-04-01	 Avalanche	 • Peter Forsberg	 	 returned to lineup
40	2008-04-24	 Avalanche	 	 • Peter Forsberg	 groin injury (DTD)
41	2008-04-28	 Avalanche	 • Peter Forsberg	 	 returned to lineup
42	2008-05-01	 Avalanche	 	 • Peter Forsberg	 groin injury (DTD)
