	 Date	 Team	 Acquired	 Relinquished	 Notes
0	2012-01-17	 Flyers	 	 • Zac Rinaldo	 mouth injury (DTD)
1	2012-01-21	 Flyers	 	 • Zac Rinaldo	 placed on IR with upper body injury
2	2012-02-02	 Flyers	 • Zac Rinaldo	 	 activated from IR
3	2013-01-21	 Flyers	 	 • Zac Rinaldo	 placed on IR with lacerated right thigh
4	2013-01-29	 Flyers	 • Zac Rinaldo	 	 activated from IR
5	2013-04-04	 Flyers	 	 • Zac Rinaldo	 high ankle sprain (out for season)
6	2014-01-09	 Flyers	 	 • Zac Rinaldo	 placed on IR with left ankle injury
7	2014-01-30	 Flyers	 • Zac Rinaldo	 	 activated from IR
8	2014-03-11	 Flyers	 	 • Zac Rinaldo	 upper body injury (DTD)
9	2014-03-15	 Flyers	 • Zac Rinaldo	 	 returned to lineup
10	2014-10-24	 Flyers	 	 • Zac Rinaldo	 upper body injury (DTD)
11	2014-10-28	 Flyers	 • Zac Rinaldo	 	 returned to lineup
12	2014-12-21	 Flyers	 	 • Zac Rinaldo	 upper body injury (DTD)
13	2015-12-15	 Bruins	 	 • Zac Rinaldo	 placed on IR with upper body injury
14	2015-12-22	 Bruins	 • Zac Rinaldo	 	 activated from IR
15	2017-12-14	 Coyotes	 	 • Zac Rinaldo	 illness (DTD)
16	2017-12-19	 Coyotes	 • Zac Rinaldo	 	 returned to lineup
17	2018-03-03	 Coyotes	 	 • Zac Rinaldo	 upper body injury (DTD)
18	2018-03-17	 Coyotes	 • Zac Rinaldo	 	 returned to lineup
19	2018-11-01	 Predators	 	 • Zac Rinaldo	 lower body injury (DTD)
20	2018-11-07	 Predators	 • Zac Rinaldo	 	 returned to lineup
21	2019-01-17	 Predators	 	 • Zac Rinaldo	 placed on IR with undisclosed injury
22	2019-04-02	 Predators	 • Zac Rinaldo	 	 activated from IR
