	 Date	 Team	 Acquired	 Relinquished	 Notes
0	2005-12-08	 Blues	 	 • Dallas Drake	 back injury (DTD)
1	2005-12-17	 Blues	 	 • Dallas Drake	 placed on IR with back injury
2	2005-12-23	 Blues	 • Dallas Drake	 	 activated from IR
3	2006-03-30	 Blues	 	 • Dallas Drake	 placed on IR with broken rib
4	2006-11-09	 Blues	 	 • Dallas Drake	 lower body injury (DTD)
5	2006-11-16	 Blues	 • Dallas Drake	 	 returned to lineup
6	2006-12-20	 Blues	 	 • Dallas Drake	 placed on IR with upper body injury
7	2006-12-29	 Blues	 • Dallas Drake	 	 activated from IR
8	2007-10-19	 Red Wings	 	 • Dallas Drake	 headache (DTD)
9	2007-10-25	 Red Wings	 	 • Dallas Drake	 placed on IR with cheekbone injury
10	2007-10-30	 Red Wings	 • Dallas Drake	 	 activated from IR
11	2008-01-15	 Red Wings	 	 • Dallas Drake	 bruised right knee (DTD)
12	2008-01-30	 Red Wings	 • Dallas Drake	 	 returned to lineup
13	2008-03-22	 Red Wings	 	 • Dallas Drake	 chest injury (DTD)
14	2008-03-28	 Red Wings	 • Dallas Drake	 	 returned to lineup
