	 Date	 Team	 Acquired	 Relinquished	 Notes
0	2006-01-05	 Wild	 	 • Kurtis Foster	 head injury (DTD)
1	2006-01-07	 Wild	 • Kurtis Foster	 	 returned to lineup
2	2006-12-01	 Wild	 	 • Kurtis Foster	 throat injury (out indefinitely)
3	2006-12-22	 Wild	 • Kurtis Foster	 	 returned to lineup
4	2007-01-17	 Wild	 	 • Kurtis Foster	 sprained left knee (out 3-6 weeks)
5	2007-02-10	 Wild	 • Kurtis Foster	 	 returned to lineup
6	2007-10-03	 Wild	 	 • Kurtis Foster	 groin injury (DTD)
7	2007-10-10	 Wild	 • Kurtis Foster	 	 returned to lineup
8	2007-11-28	 Wild	 	 • Kurtis Foster	 cheekbone injury (DTD)
9	2007-12-07	 Wild	 • Kurtis Foster	 	 returned to lineup
10	2008-03-04	 Wild	 	 • Kurtis Foster	 sore back (DTD)
11	2008-03-07	 Wild	 • Kurtis Foster	 	 returned to lineup
12	2008-03-19	 Wild	 	 • Kurtis Foster	 right leg injury (out indefinitely)
13	2008-09-20	 Wild	 	 • Kurtis Foster	 placed on IR with fractured left leg
14	2009-02-08	 Wild	 • Kurtis Foster	 	 activated from IR
15	2009-10-05	 Lightning	 	 • Kurtis Foster	 lower body injury (DTD)
16	2009-10-15	 Lightning	 • Kurtis Foster	 	 returned to lineup
17	2010-03-25	 Lightning	 	 • Kurtis Foster	 head injury (DTD)
18	2010-03-30	 Lightning	 • Kurtis Foster	 	 returned to lineup
19	2010-10-27	 Oilers	 	 • Kurtis Foster	 groin injury (DTD)
20	2010-10-29	 Oilers	 • Kurtis Foster	 	 returned to lineup
21	2011-03-23	 Oilers	 	 • Kurtis Foster	 neck injury (DTD)
22	2011-04-02	 Oilers	 • Kurtis Foster	 	 returned to lineup
23	2011-09-19	 Ducks	 	 • Kurtis Foster	 left thigh injury (out indefinitely)
24	2011-10-21	 Ducks	 • Kurtis Foster	 	 returned to lineup
25	2012-02-19	 Devils	 	 • Kurtis Foster	 back injury (DTD)
26	2013-01-22	 Flyers	 	 • Kurtis Foster	 undisclosed injury (DTD)
27	2013-01-26	 Flyers	 • Kurtis Foster	 	 returned to lineup
28	2013-03-05	 Flyers	 	 • Kurtis Foster	 illness (DTD)
29	2013-03-13	 Flyers	 • Kurtis Foster	 	 returned to lineup
