	 Date	 Team	 Acquired	 Relinquished	 Notes
0	1991-02-09	 Blackhawks	 	 • Chris Chelios	 lacerated left temple
1	1998-11-13	 Blackhawks	 	 • Chris Chelios	 placed on IR with pulled groin
2	2001-02-23	 Red Wings	 • Chris Chelios	 	 activated from IR
3	2003-12-09	 Red Wings	 	 • Chris Chelios	 placed on IR
4	2006-12-28	 Red Wings	 	 • Chris Chelios	 lower body injury (DTD)
5	2007-01-09	 Red Wings	 • Chris Chelios	 	 returned to lineup
6	2007-02-27	 Red Wings	 	 • Chris Chelios	 groin injury (DTD)
7	2007-03-04	 Red Wings	 • Chris Chelios	 	 returned to lineup
8	2007-04-07	 Red Wings	 	 • Chris Chelios	 upper body injury (DTD)
9	2008-02-23	 Red Wings	 	 • Chris Chelios	 right leg injury (DTD)
10	2008-03-11	 Red Wings	 • Chris Chelios	 	 returned to lineup
11	2008-04-06	 Red Wings	 	 • Chris Chelios	 rest (DTD)
12	2008-05-19	 Red Wings	 	 • Chris Chelios	 leg injury (DTD)
13	2008-10-02	 Red Wings	 	 • Chris Chelios	 placed on IR with fractured right tibia
14	2008-12-04	 Red Wings	 • Chris Chelios	 	 activated from IR
