	 Date	 Team	 Acquired	 Relinquished	 Notes
0	1996-09-05	 Flyers	 	 • Eric Lindros	 injured groin
1	1996-11-26	 Flyers	 • Eric Lindros	 	 returned from groin iinjury
2	1996-11-27	 Flyers	 • Eric Lindros	 	 activated from IR
3	1999-04-01	 Flyers	 	 • Eric Lindros	 rib injury / collapsed lung (DTD)
4	2000-05-26	 Flyers	 	 • Eric Lindros	 head injury (out indefinitely)
5	2002-01-04	 Rangers	 • Eric Lindros	 	 activated from IR
6	2003-10-23	 Rangers	 	 • Eric Lindros	 shoulder injury (out indefinitely)
7	2003-11-18	 Rangers	 	 • Eric Lindros	 placed on IR
8	2004-01-28	 Rangers	 	 • Eric Lindros	 head injury (out indefinitely)
9	2005-12-12	 Maple Leafs	 	 • Eric Lindros	 wrist injury (out indefinitely)
10	2006-02-28	 Maple Leafs	 • Eric Lindros	 	 returned to lineup
11	2006-03-04	 Maple Leafs	 	 • Eric Lindros	 wrist injury (out for season)
12	2006-12-04	 Stars	 	 • Eric Lindros	 bruised foot (DTD)
13	2006-12-12	 Stars	 • Eric Lindros	 	 returned to lineup
14	2006-12-26	 Stars	 	 • Eric Lindros	 foot injury (DTD)
15	2007-01-09	 Stars	 • Eric Lindros	 	 returned to lineup
16	2007-02-11	 Stars	 	 • Eric Lindros	 lower body injury (DTD)
17	2007-02-27	 Stars	 • Eric Lindros	 	 returned to lineup
18	2007-03-09	 Stars	 	 • Eric Lindros	 groin injury (DTD)
19	2007-04-19	 Stars	 • Eric Lindros	 	 returned to lineup
