	 Date	 Team	 Acquired	 Relinquished	 Notes
0	2015-10-16	 Sharks	 	 • Joonas Donskoi	 lower body injury (DTD)
1	2015-10-28	 Sharks	 • Joonas Donskoi	 	 returned to lineup
2	2016-03-26	 Sharks	 	 • Joonas Donskoi	 undisclosed injury (DTD)
3	2016-03-28	 Sharks	 • Joonas Donskoi	 	 returned to lineup
4	2017-01-14	 Sharks	 	 • Joonas Donskoi	 upper body injury (DTD)
5	2017-01-17	 Sharks	 	 • Joonas Donskoi	 placed on IR with upper body injury
6	2017-01-19	 Sharks	 • Joonas Donskoi	 	 activated from IR
7	2017-01-24	 Sharks	 	 • Joonas Donskoi	 upper body injury (DTD)
8	2017-03-04	 Sharks	 • Joonas Donskoi	 	 returned to lineup
9	2017-11-29	 Sharks	 	 • Joonas Donskoi	 placed on IR with lower body injury
10	2017-12-01	 Sharks	 	 • Joonas Donskoi	 lower body injury (DTD)
11	2017-12-02	 Sharks	 	 • Joonas Donskoi	 placed on IR with lower body injury
12	2017-12-14	 Sharks	 • Joonas Donskoi	 	 activated from IR
13	2018-01-21	 Sharks	 	 • Joonas Donskoi	 flu (DTD)
14	2018-01-25	 Sharks	 • Joonas Donskoi	 	 returned to lineup
15	2018-03-16	 Sharks	 	 • Joonas Donskoi	 upper body injury (DTD)
16	2018-03-31	 Sharks	 • Joonas Donskoi	 	 returned to lineup
17	2018-04-30	 Sharks	 	 • Joonas Donskoi	 lower body injury (DTD)
18	2018-05-02	 Sharks	 • Joonas Donskoi	 	 returned to lineup
19	2019-04-23	 Sharks	 	 • Joonas Donskoi	 undisclosed (DTD)
20	2019-05-04	 Sharks	 • Joonas Donskoi	 	 returned to lineup
21	2020-01-09	 Avalanche	 	 • Joonas Donskoi	 concussion (out indefinitely)
22	2020-01-31	 Avalanche	 • Joonas Donskoi	 	 returned to lineup
23	2020-08-14	 Avalanche	 	 • Joonas Donskoi	 undisclosed (DTD)
24	2020-08-15	 Avalanche	 • Joonas Donskoi	 	 returned to lineup
25	2020-08-26	 Avalanche	 	 • Joonas Donskoi	 undisclosed (out for season)
