	 Date	 Team	 Acquired	 Relinquished	 Notes
0	2014-11-17	 Blackhawks	 	 • Trevor van Riemsdyk	 placed on IR with leg injury
1	2015-05-22	 Blackhawks	 • Trevor van Riemsdyk	 	 activated from IR
2	2015-06-03	 Blackhawks	 	 • Trevor van Riemsdyk	 right wrist injury (DTD)
3	2015-06-08	 Blackhawks	 • Trevor van Riemsdyk	 	 returned to lineup
4	2016-10-22	 Blackhawks	 	 • Trevor van Riemsdyk	 upper body injury (DTD)
5	2016-11-05	 Blackhawks	 	 • Trevor van Riemsdyk	 placed on IR with upper body injury
6	2016-12-02	 Blackhawks	 • Trevor van Riemsdyk	 	 activated from IR
7	2017-10-10	 Hurricanes	 	 • Trevor van Riemsdyk	 concussion (DTD)
8	2017-10-14	 Hurricanes	 	 • Trevor van Riemsdyk	 placed on IR with concussion
9	2017-10-19	 Hurricanes	 • Trevor van Riemsdyk	 	 activated from IR
10	2019-04-29	 Hurricanes	 	 • Trevor van Riemsdyk	 left shoulder injury (out for season)
11	2019-05-04	 Hurricanes	 	 • Trevor van Riemsdyk	 surgery on left shoulder (out for season)
12	2019-10-01	 Hurricanes	 	 • Trevor van Riemsdyk	 placed on IR recovering from surgery on left shoulder
13	2019-10-12	 Hurricanes	 • Trevor van Riemsdyk	 	 activated from IR
