	 Date	 Team	 Acquired	 Relinquished	 Notes
0	1997-09-30	 Penguins	 	 • Ian Moran	 knee injury (out indefinitely)
1	2000-10-19	 Penguins	 	 • Ian Moran	 knee injury (DTD)
2	2000-11-04	 Penguins	 • Ian Moran	 	 returned to lineup
3	2000-11-11	 Penguins	 	 • Ian Moran	 broken hand (out indefinitely)
4	2000-11-12	 Penguins	 	 • Ian Moran	 placed on IR with broken hand (date approximate)
5	2000-12-15	 Penguins	 • Ian Moran	 	 activated from IR
6	2001-02-16	 Penguins	 	 • Ian Moran	 flu (DTD)
7	2001-02-21	 Penguins	 	 • Ian Moran	 broken thumb (DTD)
8	2001-03-31	 Penguins	 • Ian Moran	 	 returned to lineup
9	2001-12-11	 Penguins	 	 • Ian Moran	 broken foot (DTD)
10	2002-01-08	 Penguins	 • Ian Moran	 	 returned to lineup
11	2002-04-04	 Penguins	 	 • Ian Moran	 hip injury (out for season)
12	2003-12-23	 Bruins	 	 • Ian Moran	 ankle injury (out indefinitely)
13	2005-10-27	 Bruins	 	 • Ian Moran	 knee injury (out indefinitely)
14	2005-11-03	 Bruins	 	 • Ian Moran	 surgery on knee (out indefinitely)
