	 Date	 Team	 Acquired	 Relinquished	 Notes
0	2009-10-27	 Avalanche	 	 • Matt Hendricks	 groin injury (DTD)
1	2009-10-30	 Avalanche	 	 • Matt Hendricks	 placed on IR
2	2009-11-06	 Avalanche	 • Matt Hendricks	 	 activated from IR
3	2009-11-18	 Avalanche	 	 • Matt Hendricks	 groin injury (DTD)
4	2009-11-20	 Avalanche	 	 • Matt Hendricks	 placed on IR with groin injury
5	2009-11-28	 Avalanche	 • Matt Hendricks	 	 activated from IR
6	2010-01-22	 Avalanche	 	 • Matt Hendricks	 placed on IR with ankle injury
7	2010-03-01	 Avalanche	 • Matt Hendricks	 	 activated from IR
8	2010-12-21	 Capitals	 	 • Matt Hendricks	 undisclosed (DTD)
9	2010-12-26	 Capitals	 • Matt Hendricks	 	 returned to lineup
10	2011-10-06	 Capitals	 	 • Matt Hendricks	 placed on IR with undisclosed injury
11	2011-10-08	 Capitals	 • Matt Hendricks	 	 activated from IR
12	2011-12-06	 Capitals	 	 • Matt Hendricks	 lower body injury (DTD)
13	2011-12-17	 Capitals	 • Matt Hendricks	 	 returned to lineup
14	2013-11-01	 Predators	 	 • Matt Hendricks	 upper body injury (DTD)
15	2013-11-10	 Predators	 • Matt Hendricks	 	 returned to lineup
16	2014-11-27	 Oilers	 	 • Matt Hendricks	 leg injury (DTD)
17	2014-12-09	 Oilers	 • Matt Hendricks	 	 returned to lineup
18	2014-12-23	 Oilers	 	 • Matt Hendricks	 illness (DTD)
19	2014-12-27	 Oilers	 • Matt Hendricks	 	 returned to lineup
20	2015-02-14	 Oilers	 	 • Matt Hendricks	 bruised foot (DTD)
21	2015-02-18	 Oilers	 • Matt Hendricks	 	 returned to lineup
22	2015-03-27	 Oilers	 	 • Matt Hendricks	 back spasms (DTD)
23	2015-04-02	 Oilers	 • Matt Hendricks	 	 returned to lineup
24	2015-10-18	 Oilers	 	 • Matt Hendricks	 placed on IR with foot injury
25	2015-11-03	 Oilers	 • Matt Hendricks	 	 activated from IR
26	2015-11-12	 Oilers	 	 • Matt Hendricks	 placed on IR with undisclosed injury
27	2015-11-14	 Oilers	 • Matt Hendricks	 	 activated from IR
28	2016-03-12	 Oilers	 	 • Matt Hendricks	 undisclosed (DTD)
29	2016-03-14	 Oilers	 • Matt Hendricks	 	 returned to lineup
30	2016-10-11	 Oilers	 	 • Matt Hendricks	 placed on IR with lower body injury
31	2016-11-19	 Oilers	 • Matt Hendricks	 	 activated from IR
32	2017-10-02	 Jets	 	 • Matt Hendricks	 placed on IR with undisclosed injury
33	2017-10-25	 Jets	 • Matt Hendricks	 	 activated from IR
34	2018-02-04	 Jets	 	 • Matt Hendricks	 placed on IR with undisclosed injury
35	2018-02-05	 Jets	 	 • Matt Hendricks	 upper body injury (DTD)
36	2018-02-08	 Jets	 	 • Matt Hendricks	 placed on IR with upper body injury
37	2018-02-11	 Jets	 • Matt Hendricks	 	 activated from IR
38	2018-03-15	 Jets	 	 • Matt Hendricks	 lower body injury (out indefinitely)
39	2018-04-20	 Jets	 • Matt Hendricks	 	 returned to lineup
40	2018-10-17	 Wild	 	 • Matt Hendricks	 lower body injury (DTD)
41	2018-11-03	 Wild	 • Matt Hendricks	 	 returned to lineup
42	2018-11-08	 Wild	 	 • Matt Hendricks	 undisclosed (DTD)
43	2018-11-11	 Wild	 • Matt Hendricks	 	 returned to lineup
44	2019-02-14	 Wild	 	 • Matt Hendricks	 upper body injury (DTD)
45	2019-02-21	 Wild	 • Matt Hendricks	 	 returned to lineup
