	 Date	 Team	 Acquired	 Relinquished	 Notes
0	2011-11-19	 Islanders	 	 • Al Montoya	 hamstring injury (DTD)
1	2011-11-20	 Islanders	 	 • Al Montoya	 placed on IR with hamstring injury
2	2011-11-25	 Islanders	 • Al Montoya	 	 activated from IR
3	2011-12-21	 Islanders	 	 • Al Montoya	 concussion (out indefinitely)
4	2012-01-17	 Islanders	 • Al Montoya	 	 returned to lineup
5	2012-02-29	 Islanders	 	 • Al Montoya	 upper body injury (DTD)
6	2012-03-13	 Islanders	 • Al Montoya	 	 returned to lineup
7	2013-02-13	 Jets	 	 • Al Montoya	 placed on IR with lower body injury
8	2013-02-27	 Jets	 • Al Montoya	 	 activated from IR
9	2013-03-14	 Jets	 	 • Al Montoya	 lower body injury (DTD)
10	2013-03-18	 Jets	 	 • Al Montoya	 placed on IR with lower body injury
11	2013-03-21	 Jets	 • Al Montoya	 	 activated from IR
12	2014-03-31	 Jets	 	 • Al Montoya	 lower body injury (DTD)
13	2014-04-11	 Jets	 • Al Montoya	 	 returned to lineup
14	2015-03-04	 Panthers	 	 • Al Montoya	 placed on IR with groin injury / upper body injury
15	2015-04-09	 Panthers	 • Al Montoya	 	 activated from IR
16	2016-03-01	 Panthers	 	 • Al Montoya	 head injury (DTD)
17	2016-03-04	 Panthers	 • Al Montoya	 	 returned to lineup
18	2017-03-28	 Canadiens	 	 • Al Montoya	 lower body injury (DTD)
19	2017-04-08	 Canadiens	 • Al Montoya	 	 returned to lineup
20	2017-11-10	 Canadiens	 	 • Al Montoya	 placed on IR with concussion
21	2018-01-06	 Oilers	 • Al Montoya	 	 activated from IR
22	2018-02-17	 Oilers	 	 • Al Montoya	 upper body injury (DTD)
23	2018-02-21	 Oilers	 • Al Montoya	 	 returned to lineup
24	2018-03-25	 Oilers	 	 • Al Montoya	 undisclosed (DTD)
25	2018-03-29	 Oilers	 • Al Montoya	 	 returned to lineup
