	 Date	 Team	 Acquired	 Relinquished	 Notes
0	2001-02-21	 Avalanche	 	 • Dan Hinote	 placed on IR
1	2005-10-20	 Avalanche	 	 • Dan Hinote	 back spasms (DTD)
2	2005-11-03	 Avalanche	 • Dan Hinote	 	 returned to lineup
3	2005-11-12	 Avalanche	 	 • Dan Hinote	 knee injury (DTD)
4	2005-11-18	 Avalanche	 • Dan Hinote	 	 returned to lineup
5	2006-11-14	 Blues	 	 • Dan Hinote	 neck injury (out indefinitely)
6	2006-11-22	 Blues	 • Dan Hinote	 	 returned to lineup
7	2007-01-14	 Blues	 	 • Dan Hinote	 right shoulder injury (out indefinitely)
8	2007-01-15	 Blues	 	 • Dan Hinote	 placed on IR with right shoulder injury
9	2008-02-16	 Blues	 	 • Dan Hinote	 hip injury (DTD)
10	2008-02-19	 Blues	 • Dan Hinote	 	 returned to lineup
11	2008-02-28	 Blues	 	 • Dan Hinote	 hip injury (DTD)
12	2008-03-28	 Blues	 • Dan Hinote	 	 returned to lineup
13	2008-10-08	 Blues	 	 • Dan Hinote	 leg injury (DTD)
14	2008-10-18	 Blues	 • Dan Hinote	 	 returned to lineup
15	2008-11-14	 Blues	 	 • Dan Hinote	 lower body injury (DTD)
16	2008-12-11	 Blues	 • Dan Hinote	 	 returned to lineup
17	2009-02-13	 Blues	 	 • Dan Hinote	 upper body injury (DTD)
18	2009-03-07	 Blues	 • Dan Hinote	 	 returned to lineup
19	2009-04-19	 Blues	 	 • Dan Hinote	 undisclosed (DTD)
