	 Date	 Team	 Acquired	 Relinquished	 Notes
0	2005-12-19	 Stars	 	 • Antti Miettinen	 flu (DTD)
1	2005-12-21	 Stars	 • Antti Miettinen	 	 returned to lineup
2	2006-02-10	 Stars	 	 • Antti Miettinen	 chest injury (DTD)
3	2006-03-02	 Stars	 • Antti Miettinen	 	 returned to lineup
4	2006-12-02	 Stars	 	 • Antti Miettinen	 lower body injury (DTD)
5	2006-12-05	 Stars	 	 • Antti Miettinen	 placed on IR with lower body injury
6	2006-12-12	 Stars	 • Antti Miettinen	 	 activated from IR
7	2007-02-10	 Stars	 	 • Antti Miettinen	 lower body injury (DTD)
8	2007-02-18	 Stars	 • Antti Miettinen	 	 returned to lineup
9	2007-11-25	 Stars	 	 • Antti Miettinen	 groin injury (DTD)
10	2007-12-01	 Stars	 • Antti Miettinen	 	 returned to lineup
11	2007-12-03	 Stars	 	 • Antti Miettinen	 groin injury (DTD)
12	2007-12-10	 Stars	 • Antti Miettinen	 	 returned to lineup
13	2009-11-25	 Wild	 	 • Antti Miettinen	 illness (DTD)
14	2009-12-02	 Wild	 • Antti Miettinen	 	 returned to lineup
15	2010-10-28	 Wild	 	 • Antti Miettinen	 head injury (Y) / illness (CBC) (DTD)
16	2010-11-11	 Wild	 • Antti Miettinen	 	 returned to lineup
17	2011-01-04	 Wild	 	 • Antti Miettinen	 bruised leg (DTD)
18	2011-01-11	 Wild	 • Antti Miettinen	 	 returned to lineup
19	2013-01-18	 Jets	 	 • Antti Miettinen	 placed on IR with upper body injury
20	2013-02-24	 Jets	 • Antti Miettinen	 	 activated from IR
21	2013-02-24	 Jets	 	 • Antti Miettinen	 lower body injury (DTD)
22	2013-03-05	 Jets	 • Antti Miettinen	 	 returned to lineup
