	 Date	 Team	 Acquired	 Relinquished	 Notes
0	2001-03-16	 Blue Jackets	 	 • Geoff Sanderson	 placed on IR
1	2001-11-17	 Blue Jackets	 • Geoff Sanderson	 	 activated from IR
2	2003-10-07	 Blue Jackets	 	 • Geoff Sanderson	 placed on IR with shoulder injury
3	2003-10-11	 Blue Jackets	 • Geoff Sanderson	 	 activated from IR
4	2005-12-22	 Coyotes	 	 • Geoff Sanderson	 hip flexor injury (DTD)
5	2005-12-26	 Coyotes	 • Geoff Sanderson	 	 returned to lineup
6	2006-01-27	 Coyotes	 	 • Geoff Sanderson	 hip injury (out indefintely)
7	2006-01-31	 Coyotes	 • Geoff Sanderson	 	 returned to lineup
8	2006-11-30	 Flyers	 	 • Geoff Sanderson	 groin injury (DTD)
9	2006-12-08	 Flyers	 • Geoff Sanderson	 	 returned to lineup
10	2006-12-10	 Flyers	 	 • Geoff Sanderson	 sports hernia (out 4-6 weeks)
11	2007-01-18	 Flyers	 • Geoff Sanderson	 	 returned to lineup
12	2007-01-20	 Flyers	 	 • Geoff Sanderson	 groin injury (DTD)
13	2007-01-27	 Flyers	 • Geoff Sanderson	 	 returned to lineup
14	2007-12-01	 Oilers	 	 • Geoff Sanderson	 groin injury (DTD)
15	2007-12-06	 Oilers	 	 • Geoff Sanderson	 placed on IR with groin injury
16	2007-12-15	 Oilers	 • Geoff Sanderson	 	 activated from IR
17	2008-01-17	 Oilers	 	 • Geoff Sanderson	 placed on IR with back injury
18	2008-02-01	 Oilers	 • Geoff Sanderson	 	 activated from IR
19	2008-03-09	 Oilers	 	 • Geoff Sanderson	 back injury (DTD)
20	2008-04-03	 Oilers	 • Geoff Sanderson	 	 returned to lineup
