	 Date	 Team	 Acquired	 Relinquished	 Notes
0	2016-11-07	 Blues	 	 • Joel Edmundson	 placed on IR with upper body injury
1	2016-12-06	 Blues	 • Joel Edmundson	 	 activated from IR
2	2018-02-09	 Blues	 	 • Joel Edmundson	 placed on IR with fractured right forearm
3	2018-03-15	 Blues	 • Joel Edmundson	 	 activated from IR
4	2018-10-03	 Blues	 	 • Joel Edmundson	 groin injury (DTD)
5	2018-10-11	 Blues	 • Joel Edmundson	 	 returned to lineup
6	2018-12-11	 Blues	 	 • Joel Edmundson	 upper body injury (DTD)
7	2018-12-15	 Blues	 • Joel Edmundson	 	 returned to lineup
8	2019-03-13	 Blues	 	 • Joel Edmundson	 lower body injury (DTD)
9	2019-04-04	 Blues	 • Joel Edmundson	 	 returned to lineup
10	2020-08-13	 Hurricanes	 	 • Joel Edmundson	 undisclosed (out for season)
