	 Date	 Team	 Acquired	 Relinquished	 Notes
0	2000-01-13	 Lightning	 	 • Andrei Zyuzin	 shoulder injury (out indefinitely)
1	2000-10-02	 Lightning	 	 • Andrei Zyuzin	 placed on IR
2	2000-10-06	 Lightning	 • Andrei Zyuzin	 	 activated from IR
3	2000-11-22	 Lightning	 	 • Andrei Zyuzin	 placed on IR
4	2000-11-29	 Lightning	 • Andrei Zyuzin	 	 activated from IR
5	2000-12-02	 Lightning	 	 • Andrei Zyuzin	 placed on IR
6	2000-12-14	 Lightning	 • Andrei Zyuzin	 	 activated from IR
7	2004-02-15	 Wild	 • Andrei Zyuzin	 	 activated from IR
8	2005-10-08	 Wild	 	 • Andrei Zyuzin	 facial injury (DTD)
9	2005-10-12	 Wild	 • Andrei Zyuzin	 	 returned to lineup
10	2005-11-05	 Wild	 	 • Andrei Zyuzin	 strained right knee (DTD)
11	2005-11-17	 Wild	 	 • Andrei Zyuzin	 placed on IR with strained right knee
12	2005-12-01	 Wild	 • Andrei Zyuzin	 	 activated from IR
13	2005-12-26	 Wild	 	 • Andrei Zyuzin	 flu (DTD)
14	2005-12-27	 Wild	 • Andrei Zyuzin	 	 returned to lineup
15	2006-01-26	 Wild	 	 • Andrei Zyuzin	 facial injury (DTD)
16	2006-01-30	 Wild	 • Andrei Zyuzin	 	 returned to lineup
17	2006-04-09	 Wild	 	 • Andrei Zyuzin	 strained groin (DTD)
18	2006-11-10	 Flames	 • Andrei Zyuzin	 	 returned to lineup
19	2006-11-22	 Flames	 	 • Andrei Zyuzin	 undisclosed injury (DTD)
20	2006-11-26	 Flames	 • Andrei Zyuzin	 	 returned to lineup
21	2006-12-09	 Flames	 	 • Andrei Zyuzin	 knee injury (DTD)
22	2006-12-14	 Flames	 • Andrei Zyuzin	 	 returned to lineup
23	2006-12-16	 Flames	 	 • Andrei Zyuzin	 groin injury (DTD)
24	2006-12-29	 Flames	 • Andrei Zyuzin	 	 returned to lineup
25	2006-12-31	 Flames	 	 • Andrei Zyuzin	 groin injury (DTD)
26	2007-01-13	 Flames	 • Andrei Zyuzin	 	 returned to lineup
27	2007-03-20	 Flames	 	 • Andrei Zyuzin	 upper body injury (DTD)
28	2007-03-29	 Flames	 • Andrei Zyuzin	 	 returned to lineup
29	2007-10-02	 Blackhawks	 	 • Andrei Zyuzin	 groin injury (DTD)
30	2007-10-12	 Blackhawks	 • Andrei Zyuzin	 	 returned to lineup
31	2007-10-26	 Blackhawks	 	 • Andrei Zyuzin	 placed on IR with gluteus injury
32	2007-11-22	 Blackhawks	 • Andrei Zyuzin	 	 activated from IR
33	2008-02-14	 Blackhawks	 	 • Andrei Zyuzin	 flu (DTD)
34	2008-02-23	 Blackhawks	 • Andrei Zyuzin	 	 returned to lineup
35	2008-03-02	 Blackhawks	 	 • Andrei Zyuzin	 groin injury (DTD)
36	2008-03-12	 Blackhawks	 • Andrei Zyuzin	 	 returned to lineup
