	 Date	 Team	 Acquired	 Relinquished	 Notes
0	2015-03-20	 Blue Jackets	 	 • Alexander Wennberg	 hand infection (DTD)
1	2015-03-31	 Blue Jackets	 • Alexander Wennberg	 	 returned to lineup
2	2015-10-10	 Blue Jackets	 	 • Alexander Wennberg	 concussion (out indefinitely)
3	2015-10-16	 Blue Jackets	 	 • Alexander Wennberg	 placed on IR with concussion
4	2015-10-20	 Blue Jackets	 • Alexander Wennberg	 	 activated from IR
5	2015-11-03	 Blue Jackets	 	 • Alexander Wennberg	 lower body injury (DTD)
6	2015-11-05	 Blue Jackets	 • Alexander Wennberg	 	 returned to lineup
7	2015-11-11	 Blue Jackets	 	 • Alexander Wennberg	 placed on IR with lower body injury
8	2015-11-24	 Blue Jackets	 • Alexander Wennberg	 	 activated from IR
9	2016-03-20	 Blue Jackets	 	 • Alexander Wennberg	 undisclosed injury (DTD)
10	2016-03-22	 Blue Jackets	 • Alexander Wennberg	 	 returned to lineup
11	2017-03-19	 Blue Jackets	 	 • Alexander Wennberg	 stiff neck (DTD)
12	2017-03-22	 Blue Jackets	 • Alexander Wennberg	 	 returned to lineup
13	2017-11-14	 Blue Jackets	 	 • Alexander Wennberg	 upper body injury (DTD)
14	2017-11-28	 Blue Jackets	 • Alexander Wennberg	 	 returned to lineup
15	2017-12-22	 Blue Jackets	 	 • Alexander Wennberg	 placed on IR with back injury
16	2018-01-10	 Blue Jackets	 • Alexander Wennberg	 	 activated from IR
17	2018-03-02	 Blue Jackets	 	 • Alexander Wennberg	 upper body injury (DTD)
18	2018-03-04	 Blue Jackets	 • Alexander Wennberg	 	 returned to lineup
19	2018-04-14	 Blue Jackets	 	 • Alexander Wennberg	 upper body injury (out for season)
20	2020-02-03	 Blue Jackets	 	 • Alexander Wennberg	 placed on IR with upper body injury
21	2020-02-27	 Blue Jackets	 • Alexander Wennberg	 	 activated from IR
