	 Date	 Team	 Acquired	 Relinquished	 Notes
0	2014-10-14	 Ducks	 	 • Patrick Maroon / Pat Maroon	 placed on IR with sprained right knee
1	2014-10-31	 Ducks	 • Patrick Maroon / Pat Maroon	 	 activated from IR
2	2015-04-03	 Ducks	 	 • Patrick Maroon / Pat Maroon	 flu (DTD)
3	2015-04-08	 Ducks	 • Patrick Maroon / Pat Maroon	 	 returned to lineup
4	2016-03-21	 Oilers	 	 • Patrick Maroon / Pat Maroon	 illness (DTD)
5	2016-03-24	 Oilers	 • Patrick Maroon / Pat Maroon	 	 returned to lineup
6	2018-02-22	 Oilers	 	 • Patrick Maroon / Pat Maroon	 lower body injury (DTD)
7	2018-02-25	 Oilers	 • Patrick Maroon / Pat Maroon	 	 returned to lineup
8	2018-03-17	 Devils	 	 • Patrick Maroon / Pat Maroon	 lower body injury (DTD)
9	2018-03-18	 Devils	 • Patrick Maroon / Pat Maroon	 	 returned to lineup
10	2018-03-27	 Devils	 	 • Patrick Maroon / Pat Maroon	 lower body injury (DTD)
11	2018-03-29	 Devils	 • Patrick Maroon / Pat Maroon	 	 returned to lineup
12	2018-11-16	 Blues	 	 • Patrick Maroon / Pat Maroon	 placed on IR with upper body injury
13	2018-11-23	 Blues	 • Patrick Maroon / Pat Maroon	 	 activated from IR
14	2019-10-30	 Lightning	 	 • Patrick Maroon / Pat Maroon	 placed on IR with upper body injury
15	2019-11-08	 Lightning	 • Patrick Maroon / Pat Maroon	 	 activated from IR
16	2020-01-12	 Lightning	 	 • Patrick Maroon / Pat Maroon	 upper body injury (DTD)
17	2020-01-17	 Lightning	 • Patrick Maroon / Pat Maroon	 	 returned to lineup
18	2020-02-27	 Lightning	 	 • Patrick Maroon / Pat Maroon	 undisclosed (DTD)
19	2020-02-29	 Lightning	 • Patrick Maroon / Pat Maroon	 	 returned to lineup
