	 Date	 Team	 Acquired	 Relinquished	 Notes
0	2001-01-11	 Oilers	 	 • Todd Marchant	 placed on IR with separated left shoulder
1	2001-02-13	 Oilers	 	 • Todd Marchant	 sprained right knee (DTD)
2	2006-12-27	 Ducks	 	 • Todd Marchant	 abdominal injury (DTD)
3	2007-01-09	 Ducks	 • Todd Marchant	 	 returned to lineup
4	2007-02-18	 Ducks	 	 • Todd Marchant	 abdominal strain (DTD)
5	2007-03-28	 Ducks	 • Todd Marchant	 	 returned to lineup
6	2007-04-04	 Ducks	 	 • Todd Marchant	 abdominal injury (out indefinitely)
7	2007-10-15	 Ducks	 	 • Todd Marchant	 ankle injury (DTD)
8	2007-10-20	 Ducks	 • Todd Marchant	 	 returned to lineup
9	2008-02-21	 Ducks	 	 • Todd Marchant	 shoulder injury (DTD)
10	2008-03-03	 Ducks	 • Todd Marchant	 	 returned to lineup
11	2008-04-06	 Ducks	 	 • Todd Marchant	 foot injury (DTD)
12	2008-04-10	 Ducks	 • Todd Marchant	 	 returned to lineup
13	2009-01-09	 Ducks	 	 • Todd Marchant	 finger injury (DTD)
14	2009-02-02	 Ducks	 • Todd Marchant	 	 returned to lineup
15	2010-11-14	 Ducks	 	 • Todd Marchant	 lower body (Y) / upper body (CBC) injury (DTD)
16	2010-11-16	 Ducks	 • Todd Marchant	 	 returned to lineup
17	2011-04-08	 Ducks	 	 • Todd Marchant	 flu (DTD)
18	2011-04-13	 Ducks	 • Todd Marchant	 	 returned to lineup
