	 Date	 Team	 Acquired	 Relinquished	 Notes
0	2005-10-28	 Mighty Ducks	 	 • Travis Moen	 knee injury (DTD)
1	2005-11-03	 Mighty Ducks	 • Travis Moen	 	 returned to lineup
2	2006-01-26	 Mighty Ducks	 	 • Travis Moen	 shoulder injury (DTD)
3	2006-03-19	 Mighty Ducks	 • Travis Moen	 	 returned to lineup
4	2008-02-05	 Ducks	 	 • Travis Moen	 flu (DTD)
5	2008-02-12	 Ducks	 • Travis Moen	 	 returned to lineup
6	2010-03-22	 Canadiens	 	 • Travis Moen	 facial laceration (DTD)
7	2010-03-25	 Canadiens	 • Travis Moen	 	 returned to lineup
8	2010-12-26	 Canadiens	 	 • Travis Moen	 illness (DTD)
9	2010-12-28	 Canadiens	 • Travis Moen	 	 returned to lineup
10	2011-12-14	 Canadiens	 	 • Travis Moen	 foot injury (DTD)
11	2011-12-19	 Canadiens	 • Travis Moen	 	 returned to lineup
12	2012-01-24	 Canadiens	 	 • Travis Moen	 upper body injury (DTD)
13	2012-02-04	 Canadiens	 	 • Travis Moen	 placed on IR with upper body injury
14	2012-02-07	 Canadiens	 • Travis Moen	 	 activated from IR
15	2012-02-11	 Canadiens	 	 • Travis Moen	 upper body injury (DTD)
16	2012-02-19	 Canadiens	 	 • Travis Moen	 placed on IR with upper body injury (out for season)
17	2013-02-07	 Canadiens	 	 • Travis Moen	 lower body injury (DTD)
18	2013-02-09	 Canadiens	 • Travis Moen	 	 returned to lineup
19	2013-10-28	 Canadiens	 	 • Travis Moen	 facial injury (DTD)
20	2013-11-01	 Canadiens	 	 • Travis Moen	 placed on IR with facial injury
21	2013-11-07	 Canadiens	 • Travis Moen	 	 activated from IR
22	2014-02-04	 Canadiens	 	 • Travis Moen	 lower body injury (DTD)
23	2014-02-08	 Canadiens	 	 • Travis Moen	 placed on IR with lower body injury
24	2014-02-26	 Canadiens	 • Travis Moen	 	 activated from IR
25	2014-03-25	 Canadiens	 	 • Travis Moen	 concussion (DTD)
26	2014-05-01	 Canadiens	 • Travis Moen	 	 returned to lineup
27	2014-12-12	 Stars	 	 • Travis Moen	 upper body injury (DTD)
28	2014-12-27	 Stars	 • Travis Moen	 	 returned to lineup
29	2015-02-03	 Stars	 	 • Travis Moen	 lower body injury (DTD)
30	2015-02-05	 Stars	 	 • Travis Moen	 placed on IR with lower body injury
31	2015-02-13	 Stars	 • Travis Moen	 	 activated from IR
32	2015-02-18	 Stars	 	 • Travis Moen	 placed on IR with upper body injury
33	2015-03-19	 Stars	 • Travis Moen	 	 activated from IR
34	2015-03-23	 Stars	 • Travis Moen	 	 activated from IR (SN)
35	2015-10-16	 Stars	 	 • Travis Moen	 undisclosed (DTD)
36	2015-10-16	 Stars	 	 • Travis Moen	 placed on IR with upper body injury (Y)
37	2015-10-20	 Stars	 	 • Travis Moen	 placed on IR with upper body injury (CBC)
38	2015-11-17	 Stars	 • Travis Moen	 	 activated from IR
39	2015-11-19	 Stars	 	 • Travis Moen	 upper body injury (DTD)
40	2015-12-04	 Stars	 • Travis Moen	 	 returned to lineup
41	2016-02-12	 Stars	 	 • Travis Moen	 placed on IR with lower body injury
42	2016-02-29	 Stars	 • Travis Moen	 	 activated from IR
43	2016-05-09	 Stars	 	 • Travis Moen	 hand injury (out for season)
