	 Date	 Team	 Acquired	 Relinquished	 Notes
0	2006-10-30	 Maple Leafs	 	 • Jay Harrison	 right hand injury (DTD)
1	2006-11-23	 Maple Leafs	 • Jay Harrison	 	 returned to lineup
2	2010-12-12	 Hurricanes	 	 • Jay Harrison	 upper body injury (DTD)
3	2010-12-18	 Hurricanes	 • Jay Harrison	 	 returned to lineup
4	2011-03-29	 Hurricanes	 	 • Jay Harrison	 upper body injury (DTD)
5	2011-04-09	 Hurricanes	 • Jay Harrison	 	 returned to lineup
6	2011-11-25	 Hurricanes	 	 • Jay Harrison	 concussion (DTD)
7	2011-12-18	 Hurricanes	 • Jay Harrison	 	 returned to lineup
8	2013-11-18	 Hurricanes	 	 • Jay Harrison	 illness (DTD)
9	2013-11-24	 Hurricanes	 • Jay Harrison	 	 returned to lineup
10	2013-12-23	 Hurricanes	 	 • Jay Harrison	 undisclosed injury (DTD)
11	2013-12-27	 Hurricanes	 	 • Jay Harrison	 placed on IR with concussion
12	2014-01-05	 Hurricanes	 • Jay Harrison	 	 activated from IR
13	2014-11-15	 Hurricanes	 	 • Jay Harrison	 lower body injury (DTD)
14	2014-11-20	 Hurricanes	 • Jay Harrison	 	 returned to lineup
15	2015-02-02	 Jets	 	 • Jay Harrison	 upper body injury (DTD)
16	2015-02-24	 Jets	 • Jay Harrison	 	 returned to lineup
