	 Date	 Team	 Acquired	 Relinquished	 Notes
0	2005-12-02	 Flyers	 	 • Robert Esche	 groin injury (DTD)
1	2005-12-13	 Flyers	 • Robert Esche	 	 returned to lineup
2	2005-12-15	 Flyers	 	 • Robert Esche	 groin injury (left game)
3	2005-12-16	 Flyers	 	 • Robert Esche	 groin injury (out 1-3 weeks)
4	2006-01-11	 Flyers	 	 • Robert Esche	 groin injury (DTD)
5	2006-01-21	 Flyers	 • Robert Esche	 	 returned to lineup
6	2006-04-15	 Flyers	 	 • Robert Esche	 flu (DTD)
7	2006-04-16	 Flyers	 • Robert Esche	 	 returned to lineup
8	2006-11-29	 Flyers	 	 • Robert Esche	 groin injury (out 2-3 weeks)
9	2006-11-29	 Flyers	 	 • Robert Esche	 surgery to repair adductor muscle
10	2006-12-27	 Flyers	 • Robert Esche	 	 returned to lineup
11	2007-02-07	 Flyers	 	 • Robert Esche	 back spasms (DTD)
12	2007-02-20	 Flyers	 • Robert Esche	 	 returned to lineup
