	 Date	 Team	 Acquired	 Relinquished	 Notes
0	2015-12-26	 Red Wings	 	 • Dylan Larkin	 upper body injury (DTD)
1	2015-12-28	 Red Wings	 • Dylan Larkin	 	 returned to lineup
2	2016-02-20	 Red Wings	 	 • Dylan Larkin	 illness (DTD)
3	2016-02-21	 Red Wings	 • Dylan Larkin	 	 returned to lineup
4	2017-01-23	 Red Wings	 	 • Dylan Larkin	 placed on IR with upper body injury
5	2017-01-31	 Red Wings	 • Dylan Larkin	 	 activated from IR
6	2019-02-02	 Red Wings	 	 • Dylan Larkin	 strained oblique muscle (DTD)
7	2019-02-07	 Red Wings	 • Dylan Larkin	 	 returned to lineup
8	2019-02-28	 Red Wings	 	 • Dylan Larkin	 undisclosed (DTD)
9	2019-03-07	 Red Wings	 	 • Dylan Larkin	 back injury (DTD)
10	2019-03-09	 Red Wings	 	 • Dylan Larkin	 strained neck (DTD)
11	2019-03-16	 Red Wings	 • Dylan Larkin	 	 returned to lineup
