	 Date	 Team	 Acquired	 Relinquished	 Notes
0	2011-03-02	 Islanders	 	 • Micheal Haley	 knee injury (DTD)
1	2011-03-05	 Islanders	 • Micheal Haley	 	 returned to lineup
2	2011-12-29	 Islanders	 	 • Micheal Haley	 bruised hand (DTD)
3	2012-01-02	 Islanders	 • Micheal Haley	 	 returned to lineup
4	2017-01-20	 Sharks	 	 • Micheal Haley	 placed on IR with upper body injury
5	2017-01-27	 Sharks	 • Micheal Haley	 	 activated from IR
6	2018-10-06	 Panthers	 	 • Micheal Haley	 illness (DTD)
7	2018-10-11	 Panthers	 	 • Micheal Haley	 placed on IR with illness
8	2018-11-13	 Panthers	 • Micheal Haley	 	 activated from IR
9	2019-04-16	 Sharks	 	 • Micheal Haley	 ankle injury (DTD)
10	2019-04-28	 Sharks	 • Micheal Haley	 	 returned to lineup
11	2019-11-07	 Rangers	 	 • Micheal Haley	 undisclosed (DTD)
12	2019-11-12	 Rangers	 • Micheal Haley	 	 returned to lineup
13	2020-02-08	 Rangers	 	 • Micheal Haley	 bilateral core surgery (out for season)
14	2020-02-09	 Rangers	 	 • Micheal Haley	 placed on IR with bilateral core surgery (out for season)
