	 Date	 Team	 Acquired	 Relinquished	 Notes
0	1991-01-17	 Capitals	 	 • Peter Bondra	 dislocated left shoulder
1	1991-02-13	 Capitals	 	 • Peter Bondra	 shoulder injury (out indefinitely)
2	1993-04-04	 Capitals	 	 • Peter Bondra	 throat injury (DTD)
3	1993-11-26	 Capitals	 	 • Peter Bondra	 broken left hand (out indefinitely)
4	1995-04-08	 Capitals	 	 • Peter Bondra	 flu (DTD)
5	1995-11-11	 Capitals	 	 • Peter Bondra	 separated shoulder (DTD)
6	1996-02-24	 Capitals	 	 • Peter Bondra	 pulled groin (DTD)
7	2002-11-27	 Capitals	 	 • Peter Bondra	 placed on IR with back spasms
8	2005-12-04	 Thrashers	 	 • Peter Bondra	 placed on IR with groin injury (DTD)
9	2006-01-24	 Thrashers	 • Peter Bondra	 	 activated from IR
10	2006-12-30	 Blackhawks	 	 • Peter Bondra	 shoulder injury (DTD)
11	2007-01-02	 Blackhawks	 • Peter Bondra	 	 returned to lineup
12	2007-01-16	 Blackhawks	 	 • Peter Bondra	 neck injury (out 1-2 weeks)
13	2007-01-28	 Blackhawks	 • Peter Bondra	 	 returned to lineup
