	 Date	 Team	 Acquired	 Relinquished	 Notes
0	2013-02-21	 Blues	 	 • Vladimir Tarasenko	 placed on IR with concussion
1	2013-03-16	 Blues	 • Vladimir Tarasenko	 	 activated from IR
2	2014-01-20	 Blues	 	 • Vladimir Tarasenko	 flu (DTD)
3	2014-01-23	 Blues	 • Vladimir Tarasenko	 	 returned to lineup
4	2014-02-06	 Blues	 	 • Vladimir Tarasenko	 flu (DTD)
5	2014-02-08	 Blues	 • Vladimir Tarasenko	 	 returned to lineup
6	2014-03-16	 Blues	 	 • Vladimir Tarasenko	 recovering from surgery on right hand (out for season)
7	2015-03-31	 Blues	 	 • Vladimir Tarasenko	 leg injury (DTD)
8	2015-04-10	 Blues	 • Vladimir Tarasenko	 	 returned to lineup
9	2015-10-30	 Blues	 	 • Vladimir Tarasenko	 knee injury (DTD)
10	2015-11-03	 Blues	 • Vladimir Tarasenko	 	 returned to lineup
11	2015-12-31	 Blues	 	 • Vladimir Tarasenko	 illness (DTD)
12	2016-01-02	 Blues	 • Vladimir Tarasenko	 	 returned to lineup
13	2018-03-18	 Blues	 	 • Vladimir Tarasenko	 upper body injury (DTD)
14	2018-03-23	 Blues	 • Vladimir Tarasenko	 	 returned to lineup
15	2019-01-03	 Blues	 	 • Vladimir Tarasenko	 illness (DTD)
16	2019-01-05	 Blues	 • Vladimir Tarasenko	 	 returned to lineup
17	2019-03-09	 Blues	 	 • Vladimir Tarasenko	 upper body injury (DTD)
18	2019-03-19	 Blues	 • Vladimir Tarasenko	 	 returned to lineup
19	2019-10-25	 Blues	 	 • Vladimir Tarasenko	 left shoulder injury (DTD)
20	2019-10-28	 Blues	 	 • Vladimir Tarasenko	 placed on IR with surgery on left shoulder
21	2020-07-13	 Blues	 • Vladimir Tarasenko	 	 activated from IR
22	2020-08-06	 Blues	 	 • Vladimir Tarasenko	 undisclosed (DTD)
23	2020-08-08	 Blues	 • Vladimir Tarasenko	 	 returned to lineup
24	2020-08-16	 Blues	 	 • Vladimir Tarasenko	 left shoulder injury (out for season)
