	 Date	 Team	 Acquired	 Relinquished	 Notes
0	2001-10-31	 Predators	 	 • Mark Eaton	 placed on IR
1	2001-11-01	 Predators	 • Mark Eaton	 	 activated from IR
2	2005-12-23	 Predators	 	 • Mark Eaton	 back injury (DTD)
3	2005-12-27	 Predators	 • Mark Eaton	 	 returned to lineup
4	2006-03-02	 Predators	 	 • Mark Eaton	 left knee injury (out 1-3 weeks)
5	2006-03-03	 Predators	 	 • Mark Eaton	 placed on IR with left knee injury
6	2006-03-28	 Predators	 • Mark Eaton	 	 activated from IR
7	2006-11-06	 Penguins	 	 • Mark Eaton	 left wrist injury (out indefinitely)
8	2007-01-26	 Penguins	 • Mark Eaton	 	 returned to lineup
9	2007-03-02	 Penguins	 	 • Mark Eaton	 knee injury (out 3-4 weeks)
10	2007-03-25	 Penguins	 • Mark Eaton	 	 returned to lineup
11	2007-12-26	 Penguins	 	 • Mark Eaton	 knee injury (out indefinitely)
12	2009-12-21	 Penguins	 	 • Mark Eaton	 lower body injury (DTD)
13	2009-12-29	 Penguins	 • Mark Eaton	 	 returned to lineup
14	2010-12-12	 Islanders	 	 • Mark Eaton	 groin injury (DTD)
15	2010-12-22	 Islanders	 • Mark Eaton	 	 returned to lineup
16	2011-01-05	 Islanders	 	 • Mark Eaton	 placed on IR with hip injury (out for season)
17	2011-11-22	 Islanders	 	 • Mark Eaton	 placed on IR with sprained MCL in left knee
18	2011-12-22	 Islanders	 • Mark Eaton	 	 activated from IR
19	2012-03-11	 Islanders	 	 • Mark Eaton	 lower body injury (DTD)
20	2012-03-13	 Islanders	 • Mark Eaton	 	 returned to lineup
