	 Date	 Team	 Acquired	 Relinquished	 Notes
0	2013-01-18	 Maple Leafs	 	 • Jake Gardiner	 placed on IR with concussion-like symptoms
1	2013-01-23	 Maple Leafs	 • Jake Gardiner	 	 activated from IR
2	2015-10-21	 Maple Leafs	 	 • Jake Gardiner	 undisclosed (DTD)
3	2015-10-21	 Maple Leafs	 	 • Jake Gardiner	 placed on IR with undisclosed injury
4	2015-10-26	 Maple Leafs	 	 • Jake Gardiner	 placed on IR with lower body injury
5	2015-10-30	 Maple Leafs	 • Jake Gardiner	 	 activated from IR
6	2019-01-20	 Maple Leafs	 	 • Jake Gardiner	 back spasms (DTD)
7	2019-02-01	 Maple Leafs	 • Jake Gardiner	 	 returned to lineup
8	2019-02-27	 Maple Leafs	 	 • Jake Gardiner	 back spasms (out indefinitely)
9	2019-04-04	 Maple Leafs	 • Jake Gardiner	 	 returned to lineup
