	 Date	 Team	 Acquired	 Relinquished	 Notes
0	1996-02-28	 Sabres	 	 • Bob Boughner	 bruised left thigh (DTD)
1	2000-11-13	 Penguins	 	 • Bob Boughner	 broken wrist (DTD)
2	2000-11-14	 Penguins	 	 • Bob Boughner	 placed on IR with broken wrist (date approximate)
3	2001-01-05	 Penguins	 • Bob Boughner	 	 activated from IR
4	2001-03-03	 Penguins	 	 • Bob Boughner	 bruised chest (DTD)
5	2002-11-13	 Flames	 	 • Bob Boughner	 placd on IR with fractured thumb
6	2003-10-28	 Hurricanes	 • Bob Boughner	 	 activated from IR
7	2004-02-26	 Avalanche	 	 • Bob Boughner	 placed on IR
8	2006-02-02	 Avalanche	 	 • Bob Boughner	 hip pointer (DTD)
9	2006-02-04	 Avalanche	 • Bob Boughner	 	 returned to lineup
10	2006-02-09	 Avalanche	 	 • Bob Boughner	 sprained right wrist (DTD)
11	2006-02-10	 Avalanche	 • Bob Boughner	 	 returned to lineup
