	 Date	 Team	 Acquired	 Relinquished	 Notes
0	2008-01-17	 Avalanche	 	 • Paul Stastny	 appendicitis (out 3-4 weeks)
1	2008-01-19	 Avalanche	 	 • Paul Stastny	 placed on IR with appendicitis
2	2008-02-22	 Avalanche	 • Paul Stastny	 	 activated from IR
3	2008-03-20	 Avalanche	 	 • Paul Stastny	 flu (DTD)
4	2008-03-22	 Avalanche	 • Paul Stastny	 	 returned to lineup
5	2008-04-30	 Avalanche	 	 • Paul Stastny	 knee injury (DTD)
6	2008-12-24	 Avalanche	 	 • Paul Stastny	 placed on IR with fractured right forearm (left arm per CBC)
7	2009-02-24	 Avalanche	 • Paul Stastny	 	 activated from IR
8	2009-03-19	 Avalanche	 	 • Paul Stastny	 foot injury (DTD)
9	2010-12-15	 Avalanche	 	 • Paul Stastny	 back injury (DTD)
10	2010-12-19	 Avalanche	 • Paul Stastny	 	 returned to lineup
11	2011-01-04	 Avalanche	 	 • Paul Stastny	 flu (DTD)
12	2011-01-06	 Avalanche	 • Paul Stastny	 	 returned to lineup
13	2011-03-12	 Avalanche	 	 • Paul Stastny	 back injury (DTD)
14	2011-03-16	 Avalanche	 • Paul Stastny	 	 returned to lineup
15	2011-04-03	 Avalanche	 	 • Paul Stastny	 fractured right leg (out for season)
16	2011-12-05	 Avalanche	 	 • Paul Stastny	 torso injury (DTD)
17	2011-12-08	 Avalanche	 	 • Paul Stastny	 placed on IR with upper body injury
18	2011-12-13	 Avalanche	 • Paul Stastny	 	 activated from IR
19	2013-03-27	 Avalanche	 	 • Paul Stastny	 bruised left foot (DTD)
20	2013-04-01	 Avalanche	 	 • Paul Stastny	 placed on IR with foot injury
21	2013-04-10	 Avalanche	 • Paul Stastny	 	 activated from IR
22	2013-11-27	 Avalanche	 	 • Paul Stastny	 back spasms (DTD)
23	2013-11-30	 Avalanche	 • Paul Stastny	 	 returned to lineup
24	2014-01-14	 Avalanche	 	 • Paul Stastny	 leg injury (DTD)
25	2014-01-17	 Avalanche	 • Paul Stastny	 	 returned to lineup
26	2014-01-31	 Avalanche	 	 • Paul Stastny	 ankle injury (DTD)
27	2014-02-04	 Avalanche	 • Paul Stastny	 	 returned to lineup
28	2014-03-09	 Avalanche	 	 • Paul Stastny	 back injury (DTD)
29	2014-03-18	 Avalanche	 • Paul Stastny	 	 returned to lineup
30	2014-03-19	 Avalanche	 	 • Paul Stastny	 back injury (DTD)
31	2014-03-21	 Avalanche	 • Paul Stastny	 	 returned to lineup
32	2014-10-19	 Blues	 	 • Paul Stastny	 wrist injury / sprained left shoulder
33	2014-10-21	 Blues	 	 • Paul Stastny	 placed on IR with sprained left shoulder
34	2014-11-06	 Blues	 • Paul Stastny	 	 activated from IR
35	2015-10-17	 Blues	 	 • Paul Stastny	 foot injury (DTD)
36	2015-10-21	 Blues	 	 • Paul Stastny	 placed on IR with fractured foot
37	2015-11-23	 Blues	 • Paul Stastny	 	 activated from IR
38	2016-01-09	 Blues	 	 • Paul Stastny	 upper body injury (DTD)
39	2016-01-14	 Blues	 • Paul Stastny	 	 returned to lineup
40	2016-12-21	 Blues	 	 • Paul Stastny	 placed on IR with upper body injury
41	2016-12-27	 Blues	 • Paul Stastny	 	 activated from IR
42	2017-02-10	 Blues	 	 • Paul Stastny	 placed on IR with lower body injury
43	2017-02-14	 Blues	 	 • Paul Stastny	 placed on IR with lower body injury
44	2017-02-20	 Blues	 • Paul Stastny	 	 activated from IR
45	2017-03-22	 Blues	 	 • Paul Stastny	 lower body injury (DTD)
46	2018-03-13	 Jets	 	 • Paul Stastny	 lower body injury (DTD)
47	2018-03-15	 Jets	 • Paul Stastny	 	 returned to lineup
48	2018-10-10	 Golden Knights	 	 • Paul Stastny	 placed on IR with lower body injury
49	2018-12-14	 Golden Knights	 • Paul Stastny	 	 activated from IR
50	2019-03-30	 Golden Knights	 	 • Paul Stastny	 undisclosed (DTD)
51	2019-04-04	 Golden Knights	 • Paul Stastny	 	 returned to lineup
52	2020-08-15	 Golden Knights	 	 • Paul Stastny	 undisclosed (DTD)
53	2020-08-18	 Golden Knights	 • Paul Stastny	 	 returned to lineup
