	 Date	 Team	 Acquired	 Relinquished	 Notes
0	2009-12-16	 Senators	 	 • Nick Foligno	 placed on IR with arthroscopic surgery on knee
1	2009-12-30	 Senators	 • Nick Foligno	 	 activated from IR
2	2010-01-30	 Senators	 	 • Nick Foligno	 broken right leg (DTD)
3	2010-01-31	 Senators	 	 • Nick Foligno	 placed on IR with broken right leg
4	2010-03-16	 Senators	 • Nick Foligno	 	 activated from IR
5	2013-03-28	 Blue Jackets	 	 • Nick Foligno	 undisclosed injury (DTD)
6	2013-03-31	 Blue Jackets	 	 • Nick Foligno	 placed on IR with upper body injury
7	2013-04-03	 Blue Jackets	 • Nick Foligno	 	 activated from IR
8	2014-04-04	 Blue Jackets	 	 • Nick Foligno	 lower body injury (DTD)
9	2014-04-21	 Blue Jackets	 • Nick Foligno	 	 returned to lineup
10	2014-10-28	 Blue Jackets	 	 • Nick Foligno	 upper body injury (DTD)
11	2014-10-31	 Blue Jackets	 • Nick Foligno	 	 returned to lineup
12	2015-02-17	 Blue Jackets	 	 • Nick Foligno	 lower body injury (DTD)
13	2015-02-19	 Blue Jackets	 • Nick Foligno	 	 returned to lineup
14	2015-03-10	 Blue Jackets	 	 • Nick Foligno	 illness (DTD)
15	2015-03-12	 Blue Jackets	 • Nick Foligno	 	 returned to lineup
16	2015-12-20	 Blue Jackets	 	 • Nick Foligno	 undisclosed (DTD)
17	2015-12-29	 Blue Jackets	 • Nick Foligno	 	 returned to lineup
18	2016-01-09	 Blue Jackets	 	 • Nick Foligno	 placed on IR with upper body injury
19	2016-01-22	 Blue Jackets	 • Nick Foligno	 	 activated from IR
20	2016-03-22	 Blue Jackets	 	 • Nick Foligno	 illness (DTD)
21	2016-03-24	 Blue Jackets	 • Nick Foligno	 	 returned to lineup
22	2016-12-09	 Blue Jackets	 	 • Nick Foligno	 illness (DTD)
23	2016-12-13	 Blue Jackets	 • Nick Foligno	 	 returned to lineup
24	2017-03-13	 Blue Jackets	 	 • Nick Foligno	 illness (DTD)
25	2017-03-16	 Blue Jackets	 • Nick Foligno	 	 returned to lineup
26	2017-04-20	 Blue Jackets	 	 • Nick Foligno	 lower body injury (DTD)
27	2017-04-20	 Blue Jackets	 • Nick Foligno	 	 returned to lineup
28	2018-02-19	 Blue Jackets	 	 • Nick Foligno	 lower body injury (out indefinitely)
29	2018-02-19	 Blue Jackets	 	 • Nick Foligno	 placed on IR with lower body injury
30	2018-03-01	 Blue Jackets	 • Nick Foligno	 	 activated from IR
31	2018-03-26	 Blue Jackets	 	 • Nick Foligno	 lower body injury (out indefinitely)
32	2018-04-12	 Blue Jackets	 • Nick Foligno	 	 returned to lineup
