	 Date	 Team	 Acquired	 Relinquished	 Notes
0	2003-11-07	 Capitals	 	 • Matt Pettinger	 placed on IR
1	2006-01-10	 Capitals	 	 • Matt Pettinger	 flu (DTD)
2	2006-01-19	 Capitals	 • Matt Pettinger	 	 returned to lineup
3	2006-04-03	 Capitals	 	 • Matt Pettinger	 upper body injury (DTD)
4	2006-10-03	 Capitals	 	 • Matt Pettinger	 placed on IR with shoulder injury
5	2006-10-25	 Capitals	 • Matt Pettinger	 	 activated from IR
6	2006-12-29	 Capitals	 	 • Matt Pettinger	 stomach virus (DTD)
7	2006-12-30	 Capitals	 • Matt Pettinger	 	 returned to lineup
8	2007-03-03	 Capitals	 	 • Matt Pettinger	 fractured right thumb (out indefinitely)
9	2007-03-24	 Capitals	 • Matt Pettinger	 	 returned to lineup
10	2008-11-26	 Lightning	 	 • Matt Pettinger	 placed on IR with right knee injury
11	2008-12-13	 Lightning	 • Matt Pettinger	 	 activated from IR
