	 Date	 Team	 Acquired	 Relinquished	 Notes
0	2006-12-16	 Blue Jackets	 	 • Ole-Kristian Tollefsen	 broken nose (DTD)
1	2006-12-18	 Blue Jackets	 • Ole-Kristian Tollefsen	 	 returned to lineup
2	2007-02-04	 Blue Jackets	 	 • Ole-Kristian Tollefsen	 rib injury (DTD)
3	2007-02-08	 Blue Jackets	 • Ole-Kristian Tollefsen	 	 returned to lineup
4	2007-02-25	 Blue Jackets	 	 • Ole-Kristian Tollefsen	 elbow injury (DTD)
5	2007-03-02	 Blue Jackets	 • Ole-Kristian Tollefsen	 	 returned to lineup
6	2007-04-03	 Blue Jackets	 	 • Ole-Kristian Tollefsen	 hip injury (out indefinitely)
7	2007-11-14	 Blue Jackets	 	 • Ole-Kristian Tollefsen	 hand injury (DTD)
8	2007-11-23	 Blue Jackets	 • Ole-Kristian Tollefsen	 	 returned to lineup
9	2008-01-09	 Blue Jackets	 	 • Ole-Kristian Tollefsen	 placed on IR with neck injury
10	2008-01-19	 Blue Jackets	 • Ole-Kristian Tollefsen	 	 activated from IR
11	2008-02-08	 Blue Jackets	 	 • Ole-Kristian Tollefsen	 concussion (DTD)
12	2008-02-15	 Blue Jackets	 • Ole-Kristian Tollefsen	 	 returned to lineup
13	2008-03-25	 Blue Jackets	 	 • Ole-Kristian Tollefsen	 upper body injury (DTD)
14	2008-12-11	 Blue Jackets	 	 • Ole-Kristian Tollefsen	 head injury (DTD)
15	2008-12-17	 Blue Jackets	 	 • Ole-Kristian Tollefsen	 placed on IR with arthroscopic surgery on knee
16	2009-01-06	 Blue Jackets	 • Ole-Kristian Tollefsen	 	 activated from IR
17	2009-02-20	 Blue Jackets	 	 • Ole-Kristian Tollefsen	 placed on IR with knee injury (out for season)
18	2009-09-30	 Flyers	 	 • Ole-Kristian Tollefsen	 placed on IR with hip injury
19	2009-11-08	 Flyers	 	 • Ole-Kristian Tollefsen	 concussion (out indefinitely)
20	2009-12-14	 Flyers	 • Ole-Kristian Tollefsen	 	 returned to lineup
21	2009-12-15	 Flyers	 	 • Ole-Kristian Tollefsen	 placed on IR with sprained MCL in left knee
22	2010-01-14	 Flyers	 • Ole-Kristian Tollefsen	 	 activated from IR
