	 Date	 Team	 Acquired	 Relinquished	 Notes
0	2006-09-14	 Rangers	 	 • Jed Ortmeyer	 pulmonary embolism (out indefinitely)
1	2006-12-12	 Rangers	 • Jed Ortmeyer	 	 returned to lineup
2	2006-12-26	 Rangers	 	 • Jed Ortmeyer	 placed on IR
3	2008-09-20	 Predators	 	 • Jed Ortmeyer	 placed on IR recovering from surgery on knee to repair blood clot
4	2008-12-03	 Predators	 • Jed Ortmeyer	 	 activated from IR
5	2009-12-03	 Sharks	 	 • Jed Ortmeyer	 undisclosed injury (DTD)
6	2009-12-05	 Sharks	 • Jed Ortmeyer	 	 returned to lineup
7	2010-03-18	 Sharks	 	 • Jed Ortmeyer	 lower body injury (DTD)
8	2010-03-23	 Sharks	 • Jed Ortmeyer	 	 returned to lineup
9	2010-04-20	 Sharks	 	 • Jed Ortmeyer	 undisclosed (DTD)
10	2010-04-29	 Sharks	 • Jed Ortmeyer	 	 returned to lineup
