	 Date	 Team	 Acquired	 Relinquished	 Notes
0	2005-11-01	 Red Wings	 	 • Manny Legace	 sprained knee (left game)
1	2005-11-02	 Red Wings	 	 • Manny Legace	 sprained knee (DTD)
2	2005-11-09	 Red Wings	 • Manny Legace	 	 returned to lineup
3	2005-11-25	 Red Wings	 	 • Manny Legace	 sprained knee (DTD)
4	2005-11-26	 Red Wings	 	 • Manny Legace	 sprained knee (DTD)
5	2005-12-30	 Red Wings	 • Manny Legace	 	 activated from IR
6	2006-12-06	 Blues	 	 • Manny Legace	 placed on IR with concussion (out indefinitely)
7	2006-12-16	 Blues	 • Manny Legace	 	 activated from IR
8	2007-02-27	 Blues	 	 • Manny Legace	 surgery on knee (out indefinitely)
9	2007-12-07	 Blues	 	 • Manny Legace	 right knee injury (DTD)
10	2007-12-13	 Blues	 • Manny Legace	 	 returned to lineup
11	2008-04-02	 Blues	 	 • Manny Legace	 hip flexor injury (DTD)
12	2008-10-25	 Blues	 	 • Manny Legace	 placed on IR with hip flexor injury
13	2008-11-08	 Blues	 • Manny Legace	 	 activated from IR
14	2008-12-11	 Blues	 	 • Manny Legace	 placed on IR with concussion
15	2008-12-20	 Blues	 • Manny Legace	 	 activated from IR
16	2009-01-19	 Blues	 	 • Manny Legace	 lower body injury (left game)
17	2010-01-24	 Hurricanes	 	 • Manny Legace	 eye injury (DTD)
18	2010-04-06	 Hurricanes	 	 • Manny Legace	 undisclosed injury (left game)
