	 Date	 Team	 Acquired	 Relinquished	 Notes
0	2006-12-27	 Canucks	 	 • Alexandre Burrows / Alex Burrows	 hip injury (DTD)
1	2006-12-30	 Canucks	 • Alexandre Burrows / Alex Burrows	 	 returned to lineup
2	2007-04-13	 Canucks	 	 • Alexandre Burrows / Alex Burrows	 head injury (DTD)
3	2007-04-15	 Canucks	 • Alexandre Burrows / Alex Burrows	 	 returned to lineup
4	2010-09-17	 Canucks	 	 • Alexandre Burrows / Alex Burrows	 surgery on shoulder to repair torn labrum (out indefinitely)
5	2010-11-02	 Canucks	 • Alexandre Burrows / Alex Burrows	 	 activated from IR
6	2011-11-06	 Canucks	 	 • Alexandre Burrows / Alex Burrows	 back spasms (DTD)
7	2011-11-11	 Canucks	 • Alexandre Burrows / Alex Burrows	 	 returned to lineup
8	2013-10-04	 Canucks	 	 • Alexandre Burrows / Alex Burrows	 bruised foot (DTD)
9	2013-10-08	 Canucks	 	 • Alexandre Burrows / Alex Burrows	 placed on IR with fractured foot
10	2013-10-28	 Canucks	 • Alexandre Burrows / Alex Burrows	 	 activated from IR
11	2013-12-02	 Canucks	 	 • Alexandre Burrows / Alex Burrows	 fractured jaw (DTD)
12	2013-12-06	 Canucks	 	 • Alexandre Burrows / Alex Burrows	 placed on IR with fractured jaw
13	2014-01-18	 Canucks	 • Alexandre Burrows / Alex Burrows	 	 activated from IR
14	2014-03-21	 Canucks	 	 • Alexandre Burrows / Alex Burrows	 hand injury (DTD)
15	2014-03-26	 Canucks	 • Alexandre Burrows / Alex Burrows	 	 returned to lineup
16	2014-11-20	 Canucks	 	 • Alexandre Burrows / Alex Burrows	 upper body injury (DTD)
17	2014-11-25	 Canucks	 • Alexandre Burrows / Alex Burrows	 	 returned to lineup
18	2015-02-20	 Canucks	 	 • Alexandre Burrows / Alex Burrows	 lower body injury (DTD)
19	2015-03-05	 Canucks	 • Alexandre Burrows / Alex Burrows	 	 returned to lineup
20	2015-03-14	 Canucks	 	 • Alexandre Burrows / Alex Burrows	 lower body injury (DTD)
21	2015-03-17	 Canucks	 • Alexandre Burrows / Alex Burrows	 	 returned to lineup
22	2015-04-21	 Canucks	 	 • Alexandre Burrows / Alex Burrows	 upper body injury (out for season)
23	2015-12-26	 Canucks	 	 • Alexandre Burrows / Alex Burrows	 upper body injury (DTD)
24	2015-12-28	 Canucks	 • Alexandre Burrows / Alex Burrows	 	 returned to lineup
25	2016-03-14	 Canucks	 	 • Alexandre Burrows / Alex Burrows	 undisclosed injury (DTD)
26	2016-03-15	 Canucks	 • Alexandre Burrows / Alex Burrows	 	 returned to lineup
27	2016-10-23	 Canucks	 	 • Alexandre Burrows / Alex Burrows	 placed on IR with neck injury
28	2016-11-02	 Canucks	 • Alexandre Burrows / Alex Burrows	 	 activated from IR
29	2017-01-02	 Canucks	 	 • Alexandre Burrows / Alex Burrows	 eye injury (DTD)
30	2017-01-04	 Canucks	 • Alexandre Burrows / Alex Burrows	 	 returned to lineup
31	2017-01-06	 Canucks	 	 • Alexandre Burrows / Alex Burrows	 illness (DTD)
32	2017-01-07	 Canucks	 • Alexandre Burrows / Alex Burrows	 	 returned to lineup
33	2017-03-30	 Senators	 	 • Alexandre Burrows / Alex Burrows	 upper body injury (DTD)
34	2017-04-01	 Senators	 • Alexandre Burrows / Alex Burrows	 	 returned to lineup
35	2017-05-19	 Senators	 	 • Alexandre Burrows / Alex Burrows	 lower body injury (out for season)
