	 Date	 Team	 Acquired	 Relinquished	 Notes
0	2004-02-24	 Thrashers	 	 • Jean-Pierre Vigier / J.P. Vigier	 placed on IR with rib injury
1	2004-03-09	 Thrashers	 • Jean-Pierre Vigier / J.P. Vigier	 	 activated from IR
2	2005-10-15	 Thrashers	 	 • Jean-Pierre Vigier / J.P. Vigier	 broken bone in left foot
3	2005-10-19	 Thrashers	 	 • Jean-Pierre Vigier / J.P. Vigier	 placed on IR witih broken bone in left foot
4	2005-11-21	 Thrashers	 • Jean-Pierre Vigier / J.P. Vigier	 	 activated from IR
5	2006-02-11	 Thrashers	 	 • Jean-Pierre Vigier / J.P. Vigier	 knee injury (DTD)
6	2006-02-12	 Thrashers	 	 • Jean-Pierre Vigier / J.P. Vigier	 surgery on right knee (out for remainder of regular season)
7	2006-02-28	 Thrashers	 	 • Jean-Pierre Vigier / J.P. Vigier	 placed on IR with surgery on right knee
8	2007-02-02	 Thrashers	 	 • Jean-Pierre Vigier / J.P. Vigier	 groin injury (out indefinitely)
9	2007-02-20	 Thrashers	 • Jean-Pierre Vigier / J.P. Vigier	 	 returned to lineup
