	 Date	 Team	 Acquired	 Relinquished	 Notes
0	2007-12-22	 Coyotes	 	 • Daniel Carcillo / Dan Carcillo	 placed on IR with sprained knee
1	2008-01-24	 Coyotes	 • Daniel Carcillo / Dan Carcillo	 	 activated from IR
2	2008-03-03	 Coyotes	 	 • Daniel Carcillo / Dan Carcillo	 right knee injury (out 1-2 weeks)
3	2008-03-13	 Coyotes	 • Daniel Carcillo / Dan Carcillo	 	 returned to lineup
4	2009-02-08	 Coyotes	 	 • Daniel Carcillo / Dan Carcillo	 concussion (DTD)
5	2010-11-16	 Flyers	 	 • Daniel Carcillo / Dan Carcillo	 sprained left knee (DTD)
6	2010-12-11	 Flyers	 • Daniel Carcillo / Dan Carcillo	 	 returned to lineup
7	2011-03-02	 Flyers	 	 • Daniel Carcillo / Dan Carcillo	 illness (DTD)
8	2011-03-08	 Flyers	 • Daniel Carcillo / Dan Carcillo	 	 returned to lineup
9	2011-12-15	 Blackhawks	 	 • Daniel Carcillo / Dan Carcillo	 upper body injury (DTD)
10	2011-12-21	 Blackhawks	 	 • Daniel Carcillo / Dan Carcillo	 placed on IR
11	2011-12-30	 Blackhawks	 • Daniel Carcillo / Dan Carcillo	 	 activated from IR
12	2012-01-03	 Blackhawks	 	 • Daniel Carcillo / Dan Carcillo	 left knee injury (DTD)
13	2012-01-17	 Blackhawks	 	 • Daniel Carcillo / Dan Carcillo	 placed on IR recovering from surgery on left knee (out for season)
14	2013-01-20	 Blackhawks	 	 • Daniel Carcillo / Dan Carcillo	 right knee injury (DTD)
15	2013-02-22	 Blackhawks	 • Daniel Carcillo / Dan Carcillo	 	 returned to lineup
16	2014-03-26	 Rangers	 	 • Daniel Carcillo / Dan Carcillo	 flu (DTD)
17	2014-03-30	 Rangers	 • Daniel Carcillo / Dan Carcillo	 	 returned to lineup
18	2014-10-26	 Blackhawks	 	 • Daniel Carcillo / Dan Carcillo	 knee injury (DTD)
19	2014-11-15	 Blackhawks	 • Daniel Carcillo / Dan Carcillo	 	 returned to lineup
20	2015-04-09	 Blackhawks	 	 • Daniel Carcillo / Dan Carcillo	 upper body injury (out for season)
