	 Date	 Team	 Acquired	 Relinquished	 Notes
0	2011-03-24	 Thrashers	 	 • Eric Boulton	 facial injury (DTD)
1	2011-03-27	 Thrashers	 • Eric Boulton	 	 returned to lineup
2	2011-10-22	 Devils	 	 • Eric Boulton	 right hand injury (DTD)
3	2011-11-07	 Devils	 	 • Eric Boulton	 placed on IR with hand injury
4	2011-11-30	 Devils	 • Eric Boulton	 	 activated from IR
5	2014-03-05	 Islanders	 	 • Eric Boulton	 fractured / bruised (CBC) right hand (out for season)
6	2014-11-11	 Islanders	 	 • Eric Boulton	 placed on IR with lower body injury
7	2014-12-11	 Islanders	 • Eric Boulton	 	 activated from IR
8	2015-01-27	 Islanders	 	 • Eric Boulton	 placed on IR with lower body injury
9	2015-03-05	 Islanders	 • Eric Boulton	 	 activated from IR
10	2015-10-17	 Islanders	 	 • Eric Boulton	 placed on IR with lower body injury
11	2015-12-11	 Islanders	 • Eric Boulton	 	 activated from IR
12	2016-01-08	 Islanders	 	 • Eric Boulton	 placed on IR with undisclosed injury
13	2016-02-28	 Islanders	 • Eric Boulton	 	 activated from IR
14	2016-10-11	 Islanders	 	 • Eric Boulton	 placed on IR with lower body injury
15	2016-10-22	 Islanders	 • Eric Boulton	 	 activated from IR
