	 Date	 Team	 Acquired	 Relinquished	 Notes
0	2011-02-05	 Wild	 	 • Jared Spurgeon	 illness (DTD)
1	2011-12-27	 Wild	 	 • Jared Spurgeon	 lower body injury (DTD)
2	2011-12-31	 Wild	 • Jared Spurgeon	 	 returned to lineup
3	2012-03-08	 Wild	 	 • Jared Spurgeon	 illness (DTD)
4	2012-03-11	 Wild	 • Jared Spurgeon	 	 returned to lineup
5	2012-03-23	 Wild	 	 • Jared Spurgeon	 concussion (out for season)
6	2013-02-03	 Wild	 	 • Jared Spurgeon	 placed on IR with foot injury
7	2013-02-12	 Wild	 • Jared Spurgeon	 	 activated from IR
8	2014-01-03	 Wild	 	 • Jared Spurgeon	 placed on IR with lower body injury
9	2014-02-04	 Wild	 • Jared Spurgeon	 	 activated from IR
10	2014-10-31	 Wild	 	 • Jared Spurgeon	 placed on IR with shoulder injury
11	2014-11-13	 Wild	 • Jared Spurgeon	 	 activated from IR
12	2014-12-13	 Wild	 	 • Jared Spurgeon	 illness (DTD)
13	2014-12-17	 Wild	 • Jared Spurgeon	 	 returned to lineup
14	2015-02-19	 Wild	 	 • Jared Spurgeon	 upper body injury (DTD)
15	2015-02-24	 Wild	 	 • Jared Spurgeon	 placed on IR with upper body injury
16	2015-03-08	 Wild	 • Jared Spurgeon	 	 activated from IR
17	2016-02-07	 Wild	 	 • Jared Spurgeon	 bone bruise / strained oblique muscle (CBC) (DTD)
18	2016-02-15	 Wild	 • Jared Spurgeon	 	 returned to lineup
19	2016-04-01	 Wild	 	 • Jared Spurgeon	 lower body injury (DTD)
20	2016-04-05	 Wild	 • Jared Spurgeon	 	 returned to lineup
21	2016-10-21	 Wild	 	 • Jared Spurgeon	 upper body injury (DTD)
22	2016-10-29	 Wild	 • Jared Spurgeon	 	 returned to lineup
23	2017-04-05	 Wild	 	 • Jared Spurgeon	 lower body injury (DTD)
24	2017-04-12	 Wild	 • Jared Spurgeon	 	 returned to lineup
25	2017-11-27	 Wild	 	 • Jared Spurgeon	 illness (DTD)
26	2017-11-30	 Wild	 	 • Jared Spurgeon	 groin injury (DTD)
27	2017-12-14	 Wild	 	 • Jared Spurgeon	 placed on IR with groin injury
28	2017-12-17	 Wild	 • Jared Spurgeon	 	 activated from IR
29	2018-03-14	 Wild	 	 • Jared Spurgeon	 placed on IR with torn right hamstring
30	2018-03-16	 Wild	 	 • Jared Spurgeon	 right hamstring injury (out for season)
31	2019-12-04	 Wild	 	 • Jared Spurgeon	 placed on IR with fractured right hand
32	2019-12-19	 Wild	 • Jared Spurgeon	 	 activated from IR
