	 Date	 Team	 Acquired	 Relinquished	 Notes
0	2005-10-29	 Rangers	 	 • Martin Rucinsky	 injured left knee (DTD)
1	2005-10-31	 Rangers	 	 • Martin Rucinsky	 sprained MCL in left knee (out 2-4 weeks)
2	2005-11-16	 Rangers	 	 • Martin Rucinsky	 left knee injury (DTD)
3	2005-12-01	 Rangers	 • Martin Rucinsky	 	 activated from IR
4	2005-12-03	 Rangers	 	 • Martin Rucinsky	 left knee injury (DTD)
5	2005-12-05	 Rangers	 • Martin Rucinsky	 	 returned to lineup
6	2006-03-15	 Rangers	 	 • Martin Rucinsky	 left knee injury (DTD)
7	2006-03-22	 Rangers	 • Martin Rucinsky	 	 returned to lineup
8	2006-03-25	 Rangers	 	 • Martin Rucinsky	 broken left index finger (out until late-Apr)
9	2006-04-26	 Rangers	 • Martin Rucinsky	 	 returned to lineup
10	2007-01-26	 Blues	 	 • Martin Rucinsky	 groin injury (DTD)
11	2007-01-30	 Blues	 • Martin Rucinsky	 	 returned to lineup
12	2007-02-08	 Blues	 	 • Martin Rucinsky	 groin injury (DTD)
13	2007-02-28	 Blues	 	 • Martin Rucinsky	 surgery on hip
14	2007-11-30	 Blues	 	 • Martin Rucinsky	 hand injury (DTD)
15	2007-12-13	 Blues	 • Martin Rucinsky	 	 returned to lineup
16	2007-12-31	 Blues	 	 • Martin Rucinsky	 separated shoulder (out indefinitely)
17	2008-02-10	 Blues	 • Martin Rucinsky	 	 returned to lineup
18	2008-03-23	 Blues	 	 • Martin Rucinsky	 sore back (DTD)
